"","city_lms_name","floor","no_rooms","one_rooms","two_rooms","three_rooms","four_rooms","five_rooms","six_rooms","seven_rooms","eight_rooms","nine_rooms","ten_rooms","more_rooms"
"762","Jerusalem",8,0,0,0,15,4,0,0,0,0,0,0,0
"763","Petah Tikva",6,0,0,0,6,4,0,0,0,0,0,0,0
"764","Jerusalem",2,0,27,109,231,113,13,0,0,0,0,0,0
"765","Netanya",3,0,12,42,90,33,1,0,0,0,0,0,0
"766","Dovev",1,0,0,0,1,0,0,0,0,0,0,0,0
"767","Carmiel",5,0,0,0,10,8,0,0,0,0,0,0,0
"768","Tel Sheva",1,0,0,4,0,0,0,0,0,0,0,0,0
"769","Avshalom",0,0,0,0,12,0,0,0,0,0,0,0,0
"770","Tel Aviv Jaffa",12,0,0,0,1,0,0,0,0,0,0,0,0
"771","Arad",6,0,0,0,3,1,0,0,0,0,0,0,0
"772","Rehovot",13,0,0,0,0,2,0,0,0,0,0,0,0
"773","Kahal",0,0,0,0,1,0,0,0,0,0,0,0,0
"774","Kiryat Shmona",5,0,0,1,23,10,0,0,0,0,0,0,0
"775","Yakneam Alit",3,0,0,15,6,5,0,0,0,0,0,0,0
"776","Tel Aviv Jaffa",9,0,0,0,2,1,0,0,0,0,0,0,0
"777","Jerusalem",5,0,1,17,45,22,1,1,0,0,0,0,0
"778","Beer Sheva",8,0,0,0,20,14,0,0,0,0,0,0,0
"779","Petah Tikva",3,0,0,47,78,21,1,0,0,0,0,0,0
"780","Elad",3,0,0,0,1,3,1,0,0,0,0,0,0
"781","Or Yehuda",13,0,0,0,1,0,0,0,0,0,0,0,0
"782","Carmiel",8,0,0,2,3,9,0,0,0,0,0,0,0
"783","Kiryat Bialik",0,0,1,0,1,0,0,0,0,0,0,0,0
"784","Kiryat Yam",7,0,2,1,2,3,0,0,0,0,0,0,0
"785","Yakneam Alit",6,0,0,0,1,1,0,0,0,0,0,0,0
"786","Kiryat Ekron",3,0,0,2,5,2,0,0,0,0,0,0,0
"787","Afula",5,0,0,30,36,13,0,0,0,0,0,0,0
"788","Acre",4,0,0,81,97,8,0,0,0,0,0,0,0
"789","Nesher",1,0,14,33,27,3,0,0,0,0,0,0,0
"790","Bat Yam",0,0,1,3,2,0,0,0,0,0,0,0,0
"791","Kadima-Zoran",2,0,0,9,6,2,0,0,0,0,0,0,0
"792","Kiryat Ekron",0,0,0,1,0,0,1,0,0,0,0,0,0
"793","Yavne'el",1,0,0,3,6,1,0,0,0,0,0,0,0
"794","Tel Aviv Jaffa",6,0,0,0,30,14,0,0,0,0,0,0,0
"795","Kiryat Yam",10,0,0,0,1,1,0,0,0,0,0,0,0
"796","Afula",2,0,0,66,138,27,1,0,0,0,0,0,0
"797","Tel Aviv Jaffa",3,0,9,98,190,55,7,1,2,0,1,0,0
"798","Nesher",7,0,0,3,2,0,0,0,0,0,0,0,0
"799","Acre",1,0,22,95,78,21,2,1,0,0,0,0,0
"800","Nesher",4,0,0,10,16,2,0,0,0,0,0,0,0
"801","Netanya",0,0,1,2,13,7,2,0,0,0,0,0,0
"802","Gedera",1,0,0,2,5,3,0,0,0,0,0,0,0
"803","Bat Yam",3,0,10,41,79,14,3,0,0,0,0,0,0
"804","Beitar Illit",1,0,0,0,6,3,0,0,0,0,0,0,0
"805","Eilat",0,0,0,2,3,5,0,0,0,0,0,0,0
"806","Beit Shemesh",1,0,15,61,104,29,2,1,0,0,0,0,0
"807","Ashkelon",3,0,0,160,179,43,0,0,0,0,0,0,0
"808","Be'er Ya'akov",4,0,0,3,3,0,0,0,0,0,0,0,0
"809","Dimona",7,0,0,0,1,0,0,0,0,0,0,0,0
"810","Kiryat Motzkin",11,0,0,0,0,0,2,0,0,0,0,0,0
"811","Zichron Yaakov",4,0,1,6,2,3,0,0,0,0,0,0,0
"812","Netivot",0,0,0,0,26,16,1,0,0,0,0,0,0
"813","Kiryat Shmona",4,0,0,13,68,31,1,0,0,0,0,0,0
"814","Kiryat Malachi",4,0,0,44,24,11,0,0,0,0,0,0,0
"815","Elad",4,0,0,0,2,2,0,0,0,0,0,0,0
"816","Hamra",1,0,0,0,1,0,0,0,0,0,0,0,0
"817","Holon",8,0,1,8,4,1,0,0,0,0,0,0,0
"818","Holon",2,0,28,43,104,31,3,0,0,0,0,0,0
"819","Tiberias",1,0,13,76,109,43,2,12,4,0,0,1,0
"820","Ashkelon",6,0,0,7,12,4,0,0,0,0,0,0,0
"821","Hadera",8,0,0,0,2,5,0,0,0,0,0,0,0
"822","Ramat Hasharon",1,0,12,16,34,12,6,0,0,0,0,0,0
"823","Eilat",3,0,0,13,42,4,0,0,0,0,0,0,0
"824","Netivot",3,0,1,11,36,19,0,0,0,0,0,0,0
"825","Tiberias",4,0,0,24,60,7,0,3,0,0,0,0,0
"826","Ashkelon",0,0,0,1,22,12,3,0,0,0,0,0,0
"827","Mevaseret Zion",2,0,0,1,0,1,0,0,0,0,0,0,0
"828","Bnei Yehuda",1,0,0,0,5,0,0,0,0,0,0,0,0
"829","Kiryat Shmona",1,0,8,18,125,94,3,1,0,7,0,0,0
"830","Kiryat Motzkin",8,0,0,0,0,2,0,0,0,0,0,0,0
"831","Kiryat Motzkin",14,0,0,0,0,1,0,0,0,0,0,0,0
"832","Kiryat Malachi",7,0,0,0,0,2,0,0,0,0,0,0,0
"833","Kiryat Shmona",7,0,0,0,5,11,0,0,0,0,0,0,0
"834","Hadera",5,0,0,0,2,1,0,0,0,0,0,0,0
"835","Kiryat Malachi",10,0,0,0,0,1,0,0,0,0,0,0,0
"836","Elad",1,0,0,0,4,9,0,0,0,0,0,0,0
"837","Mazkeret Batya",2,0,0,1,4,1,0,0,0,0,0,0,0
"838","Eilat",6,0,0,0,2,2,0,0,0,0,0,0,0
"839","Holon",5,0,1,4,6,12,1,0,0,0,0,0,0
"840","Telmon",1,0,0,0,3,0,0,0,0,0,0,0,0
