Committee symbol,Lamas_code,settlement name,settlement name_Heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
18,414,QELAHIM,קלחים,414,357,286,0,286,38,1,0,1,1,0,25,16,0,0,0,0,0,0,0,5,5,75,29,0,0,0,75,0,0,0,0,0,0,0,0,15
18,415,SHOQEDA,שוקדה,415,267,216,1,215,4,1,0,0,0,0,0,103,0,0,0,0,0,0,0,9,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,31
3,416,MA'YAN BARUKH,מעין ברוך,416,483,339,0,339,67,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,11,39,38,1,0,0,174,0,0,1,0,0,0,0,0,2
10,417,YAQUM,יקום,417,541,420,2,418,38,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,10,9,143,0,1,0,210,0,0,0,0,0,0,0,0,0
10,418,BENE ZIYYON,בני ציון,418,833,631,2,629,49,0,2,0,0,0,47,7,0,1,0,0,0,0,0,1,16,62,78,0,0,0,362,0,1,0,0,0,0,0,0,3
18,419,SA'AD,סעד,419,626,461,4,457,31,2,1,0,0,0,4,214,0,0,0,0,0,0,0,12,1,66,8,0,0,0,114,0,0,0,0,0,0,0,0,4
18,421,MASH'ABBE SADE,משאבי שדה,421,468,312,2,310,95,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,17,15,36,0,0,0,139,1,0,0,0,0,0,0,0,1
10,422,HEREV LE'ET,חרב לאת,422,536,408,0,408,30,0,0,0,0,0,10,21,0,1,0,0,0,0,0,2,11,72,40,0,1,0,214,0,0,0,0,0,0,0,0,6
10,423,HAOGEN,העוגן,423,614,462,1,461,36,0,7,0,0,0,2,3,0,0,0,0,0,0,0,3,7,11,151,0,0,0,241,0,0,0,0,0,0,0,0,0
17,424,GEVIM,גבים,424,455,351,0,351,95,0,1,0,0,0,3,6,0,0,0,0,0,0,0,2,13,17,53,0,0,0,158,0,1,0,0,0,0,0,0,2
10,425,MISHMERET,משמרת,425,652,495,0,495,34,2,0,0,0,0,39,8,0,0,0,0,0,0,0,0,11,33,50,0,0,0,318,0,0,0,0,0,0,0,0,0
9,426,EN KARMEL,עין כרמל,426,523,405,2,403,74,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,22,25,62,0,0,0,215,0,0,0,0,0,0,0,0,0
8,427,KEFAR GALLIM,כפר גלים,427,98,59,0,59,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,15,3,0,0,0,23,0,2,1,0,0,0,0,0,0
17,428,BEROR HAYIL,ברור חיל,428,744,530,2,528,135,0,4,0,0,0,8,15,0,0,0,0,0,0,0,4,22,46,49,0,0,0,243,0,0,0,1,0,0,0,0,1
5,429,ALLONE ABBA,אלוני אבא,429,678,526,1,525,46,0,2,0,0,0,2,10,0,2,0,1,0,0,0,3,17,37,84,0,0,0,320,0,0,0,0,0,0,0,0,1
5,430,BET LEHEM HAGELILIT,בית לחם הגלילית,430,630,464,2,462,53,2,2,0,1,0,13,14,0,0,0,0,0,0,0,1,19,46,60,0,0,0,247,0,0,0,0,0,0,0,0,4
3,431,DALTON,דלתון,431,627,458,3,455,12,5,0,0,0,0,4,25,0,0,0,0,0,0,0,28,1,271,0,0,0,0,7,0,0,0,0,0,0,0,0,102
6,432,SHAMERAT,שמרת,432,430,313,0,313,28,1,1,0,1,0,0,9,0,0,0,0,0,0,0,0,8,29,103,0,0,0,133,0,0,0,0,0,0,0,0,0
9,433,NAHSHOLIM,נחשולים,433,535,417,1,416,74,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,10,15,59,0,0,0,246,0,0,0,0,1,0,0,1,0
9,434,HAHOTERIM,החותרים,434,588,444,0,444,79,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,11,19,71,0,0,0,254,0,0,0,0,0,0,0,0,1
12,435,NEZER SERENI,נצר סרני,435,590,484,1,483,106,0,1,0,0,0,4,5,0,0,0,0,0,0,0,1,5,7,56,0,0,0,296,0,0,0,0,0,0,0,0,2
5,436,EN DOR,עין דור,436,904,577,2,575,65,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,23,31,147,0,0,0,298,0,0,0,0,0,0,0,0,0
5,437,RESHAFIM,רשפים,437,609,499,0,499,112,0,1,1,0,0,1,45,0,1,0,0,0,0,0,5,10,39,73,1,0,0,208,0,2,0,0,0,0,0,0,0
5,439,SHELUHOT,שלוחות,439,356,257,1,256,23,5,0,0,0,0,1,129,0,0,0,0,0,0,0,4,1,50,1,0,0,0,40,0,0,0,0,0,0,0,0,2
13,440,YESODOT,יסודות,440,319,295,0,295,0,273,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,8
5,442,GID'ONA,גדעונה,442,291,201,2,199,21,5,0,0,0,0,0,7,0,0,0,0,0,0,0,8,10,93,3,0,0,0,36,0,0,0,0,0,0,0,0,16
3,443,KEFAR HANASI,כפר הנשיא,443,709,403,2,401,60,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,12,23,60,0,0,0,235,0,0,0,0,0,1,0,0,1
9,444,REGAVIM,רגבים,444,415,288,0,288,55,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,19,45,0,0,0,157,0,0,0,0,0,0,0,0,2
5,445,RAMOT MENASHE,רמות מנשה,445,829,629,2,627,94,0,2,0,1,0,1,6,0,2,0,0,0,0,0,1,15,20,188,0,0,0,296,0,0,0,0,0,0,0,1,0
10,446,UDIM,אודים,446,798,617,0,617,30,0,1,0,0,0,11,10,0,0,0,0,0,0,0,4,26,79,82,0,0,0,367,0,0,0,0,0,0,0,0,7
10,447,NORDIYYA,נורדיה,447,1548,1169,5,1164,94,3,1,0,0,0,2,37,0,1,1,0,0,0,0,3,45,220,63,0,0,0,680,0,0,0,0,0,0,0,0,14
11,448,BENE ATAROT,בני עטרות,448,601,495,0,495,46,1,1,0,1,0,57,13,0,0,0,0,0,0,0,0,10,47,63,0,0,0,252,0,0,1,0,0,0,0,0,3
11,449,NEHALIM,נחלים,449,901,740,0,740,14,14,0,0,0,0,17,448,0,0,0,0,0,0,0,41,8,133,3,0,0,0,55,0,0,0,0,0,0,0,1,6
11,450,BE'EROT YIZHAQ,בארות יצחק,450,403,274,0,274,21,0,0,0,0,0,4,131,0,2,0,0,0,0,0,4,2,52,7,0,0,0,50,0,0,0,0,0,0,0,0,1
5,452,YIZRE'EL,יזרעאל,452,566,343,1,342,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,56,0,0,0,200,0,0,0,0,0,0,0,0,0
3,453,YIFTAH,יפתח,453,537,372,2,370,41,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,15,14,61,0,0,0,227,0,0,0,0,0,0,0,0,0
6,454,SA'AR,סער,454,615,426,3,423,35,2,4,1,0,0,0,12,0,0,0,0,0,0,0,0,26,74,66,0,0,0,203,0,0,0,0,0,0,0,0,0
2,456,SHORESH,שורש,456,1093,859,3,856,61,3,1,0,1,0,29,96,0,0,0,0,0,0,0,11,46,154,99,0,1,0,350,0,0,0,0,0,0,0,1,3
5,457,GAZIT,גזית,457,631,456,1,455,53,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,11,13,166,0,0,0,208,0,0,0,0,0,0,0,0,0
2,460,RAMAT RAZI'EL,רמת רזיאל,460,466,344,1,343,33,1,3,0,0,0,43,17,0,0,0,0,0,0,0,3,10,54,60,0,0,0,113,2,0,0,0,0,0,0,0,4
2,462,TAL SHAHAR,טל שחר,462,767,619,4,615,72,0,5,0,0,0,55,10,0,1,0,0,0,0,0,3,20,60,67,1,0,0,312,0,0,1,2,0,0,0,0,6
6,463,GA'TON,געתון,463,552,395,2,393,45,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,10,21,120,0,0,0,189,0,0,0,0,0,0,0,1,0
2,464,HAR'EL,הראל,464,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
2,465,ZOVA,צובה,465,623,403,1,402,150,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,9,16,70,0,0,0,146,0,1,0,0,0,0,0,2,1
12,466,BET DAGAN,בית דגן,466,5074,3847,7,3840,170,60,3,0,0,0,1,162,0,4,0,0,0,0,0,150,147,1794,48,0,0,0,1000,0,4,0,0,0,0,0,1,296
13,469,QIRYAT EQRON,קרית עקרון,469,8188,5785,51,5734,226,52,11,2,1,0,11,276,1,16,1,0,2,0,4,211,259,2895,49,0,4,0,998,0,32,0,1,2,0,0,4,676
2,472,ABU GHOSH,אבו גוש,472,4760,2459,53,2406,40,5,1732,1,0,0,1,2,0,36,2,1,0,0,4,4,12,115,82,1,0,0,295,4,2,1,1,3,2,5,3,52
6,473,ABU SINAN,אבו סנאן,473,9327,5667,50,5617,88,4,3759,1,0,0,2,6,2,0,2,4,2,0,24,3,381,224,55,1,3,0,802,0,3,3,0,8,6,4,3,227
5,475,DAHI,דחי,475,500,269,3,266,3,0,237,0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,6,0,0,0,11,0,0,0,0,1,0,0,1,0
5,478,IKSAL,אכסאל,478,9493,5778,41,5737,15,0,5471,2,2,0,0,1,0,1,0,1,1,0,21,5,2,40,45,2,0,0,102,1,2,8,1,2,1,2,1,8
6,480,BEIT JANN,בית ג'ן,480,8658,4546,47,4499,1833,8,155,0,0,0,2,20,0,1,0,1,1,0,2,4,438,218,124,1,0,0,1676,1,1,6,0,2,0,3,0,2
4,481,MUGHAR,מגאר,481,15865,8370,99,8271,227,3,3787,0,8,0,4,81,0,6,8,4,1,0,7,7,765,223,189,3,4,0,2234,0,0,7,1,10,7,4,2,679
5,482,BU'EINE-NUJEIDAT,בועיינה-נוג'ידאת,482,6450,3954,28,3926,118,1,3355,0,0,0,0,2,1,0,3,2,1,0,40,2,1,35,59,1,1,0,266,0,1,1,1,3,2,7,0,23
6,483,BI'NE,בענה,483,5586,4183,25,4158,16,2,3958,0,0,0,0,1,0,0,1,1,1,0,43,2,3,35,19,0,7,0,41,0,1,0,0,1,5,1,2,18
6,485,JULIS,ג'ולס,485,4660,2880,30,2850,97,2,14,0,1,0,0,13,0,1,0,3,1,0,1,4,508,244,78,0,1,0,1839,0,0,0,0,3,0,1,1,38
3,487,JISH(GUSH HALAV),ג'ש (גוש חלב),487,2447,1472,18,1454,38,1,912,0,1,0,1,3,1,0,8,0,1,0,5,1,319,9,41,0,0,0,101,1,0,1,0,0,1,1,1,7
5,489,DABURIYYA,דבוריה,489,6965,4489,23,4466,15,2,4253,0,0,0,0,7,0,0,1,1,0,0,45,2,2,41,49,0,2,0,29,1,1,1,0,3,2,1,0,8
6,490,DEIR AL-ASAD,דייר אל-אסד,490,8152,6242,29,6213,78,4,4982,1,1,0,1,3,1,0,0,1,6,0,464,3,0,28,37,0,4,0,107,0,0,1,0,4,7,3,1,476
6,492,DEIR HANNA,דייר חנא,492,7270,5546,16,5530,39,5,5167,0,0,0,0,8,0,1,2,1,0,0,4,0,17,28,44,0,2,0,98,1,0,1,0,1,3,1,3,104
8,494,DALIYAT AL-KARMEL,דאלית אל-כרמל,494,12579,7463,47,7416,223,3,333,1,1,0,2,8,0,2,1,1,0,0,3,12,401,300,406,1,2,0,5620,1,1,7,0,4,4,6,0,73
6,496,HURFEISH,חורפיש,496,4539,2530,12,2518,176,2,139,0,0,0,0,43,0,0,0,1,0,0,2,1,570,158,100,0,0,0,1251,0,1,0,0,0,0,0,0,74
5,497,TAYIBE(BAEMEQ),טייבה (בעמק),497,1221,641,3,638,19,5,552,0,0,0,0,2,1,0,0,0,1,0,21,0,0,6,9,1,1,0,15,0,0,2,0,1,0,0,0,2
5,498,TUR'AN,טורעאן,498,9369,5926,35,5891,9,2,5543,2,1,0,1,2,0,1,0,1,2,0,27,0,35,19,64,0,0,0,147,0,1,1,0,3,5,3,1,21
5,499,YAFI,יפיע,499,13009,8025,90,7935,102,0,7220,2,3,0,1,7,1,3,7,3,3,0,22,3,45,120,124,0,1,0,204,0,0,2,2,8,4,8,2,38
6,502,YIRKA,ירכא,502,8534,4382,109,4273,116,1,256,0,4,0,2,5,1,0,0,2,0,0,3,2,521,1351,131,1,2,0,1677,0,1,0,0,3,0,8,2,184
6,504,KABUL,כאבול,504,7964,5970,41,5929,54,14,5505,0,1,0,0,19,0,1,0,1,3,0,60,2,2,19,35,1,4,0,18,1,1,4,4,1,1,6,1,171
6,505,KAOKAB ABU AL-HIJA,כאוכב אבו אל-היג'א,505,2607,2054,11,2043,10,0,1996,0,0,0,0,0,0,0,0,0,1,0,5,1,0,5,11,0,1,0,9,2,0,0,0,0,1,0,0,1
6,507,KAFAR YASIF,כפר יאסיף,507,7860,5275,37,5238,44,1,4502,0,0,0,0,5,0,1,2,1,0,0,16,1,130,94,234,3,2,0,162,0,0,1,0,1,3,4,1,30
4,508,KAFAR KAMA,כפר כמא,508,2576,1135,13,1122,94,0,104,0,2,0,1,0,0,1,0,1,1,0,3,2,27,21,75,0,1,0,780,1,1,3,0,0,0,1,0,3
5,509,KAFAR KANNA,כפר כנא,509,14493,9113,100,9013,368,1,7856,0,3,0,1,4,2,0,3,0,0,0,382,3,45,91,59,0,2,0,109,0,2,1,2,3,5,3,3,65
6,510,KAFAR MANDA,כפר מנדא,510,12450,8674,70,8604,109,0,7000,0,3,0,3,9,0,1,2,2,0,0,51,3,6,39,84,1,2,0,267,3,4,1,6,6,5,7,0,990
5,511,ILUT,עילוט,511,5176,2554,26,2528,53,0,2335,0,4,0,1,5,1,0,1,0,0,0,16,2,2,24,11,2,4,0,13,0,0,2,3,2,3,4,0,40
5,512,KAFAR MISR,כפר מצר,512,1780,1159,16,1143,80,0,915,0,0,0,0,1,0,1,1,0,0,0,6,0,1,16,16,0,0,0,55,1,1,0,0,1,1,0,3,44
2,514,EIN RAFA,עין ראפה,514,645,349,8,341,13,0,220,0,0,0,0,1,0,1,0,1,1,0,1,0,6,4,37,0,2,0,50,0,0,0,1,3,0,0,0,0
6,516,MAJD AL-KURUM,מג'ד אל-כרום,516,10235,7246,26,7220,16,5,6959,1,3,0,0,5,5,0,2,0,2,0,34,0,3,20,83,1,3,0,38,0,1,1,1,5,1,1,0,30
6,517,MAZRA'A,מזרעה,517,2875,2008,12,1996,39,0,1850,0,0,0,0,5,0,1,0,0,0,0,10,1,3,8,47,0,0,0,24,1,0,0,0,1,1,0,0,5
6,518,MI'ELYA,מעיליא,518,2524,1717,7,1710,5,0,1289,0,0,0,4,0,0,0,9,0,0,0,2,2,93,7,170,0,0,0,128,0,0,0,0,0,0,0,0,1
5,520,MESHHED,משהד,520,5538,3265,19,3246,23,1,3056,1,0,0,0,2,0,0,1,1,0,0,67,0,2,8,37,0,5,0,30,1,1,0,1,3,2,0,1,3
2,521,EIN NAQQUBA,עין נקובא,521,1637,918,25,893,16,1,680,0,2,0,0,11,0,1,3,2,0,0,7,3,4,21,27,0,3,0,99,0,1,2,0,1,1,4,1,3
6,522,NAHEF,נחף,522,8340,5362,16,5346,6,12,4984,0,2,0,2,2,0,0,1,2,5,0,141,4,0,20,39,1,7,0,49,0,0,6,0,1,6,7,1,48
5,523,NEIN,ניין,523,1330,798,6,792,9,1,468,0,1,0,0,0,0,0,0,0,0,0,3,0,0,14,202,0,1,0,90,1,0,0,0,0,1,0,1,0
5,524,NA'URA,נאעורה,524,1451,883,15,868,16,0,752,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,25,0,0,0,59,0,0,1,0,2,0,1,0,3
6,525,SAJUR,סאג'ור,525,2986,1249,9,1240,367,139,70,0,0,0,0,37,0,0,0,0,0,0,0,0,39,178,7,0,0,0,314,1,1,69,0,0,0,1,0,17
5,526,SULAM,סולם,526,1980,1217,2,1215,42,1,990,1,0,0,1,0,1,0,0,0,1,0,11,0,1,2,84,0,0,0,74,0,0,1,1,1,0,1,0,2
6,527,SHEZOR,שזור,527,279,193,0,193,10,4,0,0,0,0,7,3,0,0,0,0,0,0,0,3,2,116,1,0,0,0,31,0,0,0,0,1,0,0,0,15
5,528,UZEIR,עוזייר,528,1982,1124,6,1118,3,0,1012,0,0,0,1,1,0,1,0,0,0,0,4,2,0,0,22,0,0,0,38,0,0,0,0,0,1,0,0,33
6,529,I'BILLIN,אעבלין,529,9024,5672,43,5629,108,4,4719,5,0,0,1,12,1,1,7,0,15,0,18,4,140,54,208,1,6,0,299,2,2,3,2,1,2,1,4,9
4,530,EILABUN,עיילבון,530,4133,2880,18,2862,64,3,1888,1,1,0,1,2,0,0,4,1,2,0,4,3,164,71,237,1,3,0,380,3,0,0,0,1,2,1,1,24
6,531,ARRABE,עראבה,531,16484,10863,503,10360,12,14,10106,0,3,0,1,5,1,1,0,3,0,0,36,0,2,16,57,0,4,0,66,1,1,10,2,2,3,1,3,10
5,532,EIN MAHEL,עין מאהל,532,8903,5327,33,5294,44,2,5017,0,0,0,0,5,2,1,2,2,1,0,70,2,2,18,32,1,2,0,29,6,0,2,2,5,2,2,0,43
8,534,ISIFYA,עספיא,534,9083,5187,38,5149,202,6,1068,0,4,0,16,4,1,3,1,1,4,0,6,12,591,118,192,3,3,0,2835,1,3,2,0,2,2,5,1,63
6,535,FASSUTA,פסוטה,535,2602,1516,7,1509,19,0,937,0,0,0,0,3,0,0,6,0,1,0,0,0,262,13,173,0,0,0,86,0,1,0,1,0,1,0,0,6
6,536,PEQI'IN (BUQEI'A),פקיעין (בוקייעה),536,4369,2840,26,2814,268,0,708,1,0,0,0,15,0,3,1,0,1,0,6,1,670,99,301,0,1,0,569,0,0,2,0,2,0,0,0,166
9,537,FUREIDIS,פוריידיס,537,8600,4798,64,4734,14,21,3783,0,0,0,2,5,0,2,2,0,1,0,38,2,7,138,505,0,0,0,158,0,0,1,0,2,5,2,0,46
6,538,SHA'AB,שעב,538,4802,3403,18,3385,9,1,2940,1,0,0,1,2,0,0,3,1,0,0,217,4,4,24,21,1,1,0,38,0,1,0,0,2,6,2,0,106
5,539,RUMMANE,רומאנה,539,726,576,5,571,8,0,531,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,1,0,0,18,0,0,2,0,0,0,0,0,1
3,540,REIHANIYYE,ריחאניה,540,913,534,10,524,81,1,56,0,0,0,0,7,0,0,0,0,1,0,1,1,44,9,23,0,0,0,294,0,0,0,0,0,0,0,0,6
9,541,JISR AZ-ZARQA,ג'סר א-זרקא,541,8814,3703,46,3657,18,5,3309,0,2,0,0,20,2,2,0,5,3,0,4,2,5,31,68,4,5,0,126,1,3,4,2,9,5,7,6,9
5,542,REINE,ריינה,542,11365,6565,59,6506,48,6,6038,0,1,0,0,4,0,0,3,4,1,0,45,3,30,37,59,0,6,0,125,0,0,4,2,6,4,3,0,77
6,543,RAME,ראמה,543,6355,3893,48,3845,162,4,2034,0,1,0,0,2,0,0,5,1,2,0,20,4,458,163,147,0,1,0,753,1,5,2,2,5,2,4,1,66
6,546,EIN AL-ASAD,עין אל-אסד,546,630,348,1,347,16,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,115,24,17,0,0,0,157,0,0,0,0,0,0,0,0,0
5,547,TAMRA (YIZRE'EL),טמרה (יזרעאל),547,1029,564,3,561,4,0,531,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,0,0,15,0,1,0,0,0,0,0,0,0
10,549,GANNOT HADAR,גנות הדר,549,710,545,1,544,42,2,1,1,0,0,1,8,0,0,0,0,0,0,1,3,18,126,17,0,0,0,316,0,0,0,0,0,0,1,0,7
17,553,NIR BANIM,ניר בנים,553,610,470,3,467,44,3,2,0,0,0,11,8,0,0,0,0,0,0,0,1,7,39,48,0,0,0,303,0,0,0,0,0,0,0,0,1
13,555,SHEDEMA,שדמה,555,382,293,2,291,22,0,2,0,0,0,14,3,0,0,1,0,0,0,0,0,9,20,38,0,0,0,182,0,0,0,0,0,0,0,0,0
6,559,BUSTAN HAGALIL,בוסתן הגליל,559,707,558,2,556,34,1,0,0,0,0,21,20,0,2,0,0,0,0,0,6,17,161,35,0,0,0,237,0,0,0,0,0,0,0,0,22
13,562,BET EL'AZARI,בית אלעזרי,562,1041,811,2,809,54,4,1,0,0,0,113,27,0,0,0,1,0,0,0,21,23,165,52,0,0,0,341,0,0,1,0,0,0,0,0,6
12,563,MISHMAR DAWID,משמר דוד,563,510,428,1,427,33,0,2,0,1,0,0,10,0,0,0,0,0,0,1,4,34,55,58,0,0,0,226,1,0,0,0,0,0,0,0,2
17,564,REVADIM,רבדים,564,569,414,0,414,50,1,1,0,0,0,3,4,0,0,0,0,0,0,0,1,10,12,148,0,0,0,182,0,1,0,0,0,0,0,0,1
16,565,AZOR,אזור,565,9701,6599,31,6568,367,93,8,1,1,0,2,296,1,12,0,0,0,0,1,84,420,2370,155,2,0,0,2064,0,7,1,0,4,0,0,0,679
2,567,ZOR'A,צרעה,567,830,543,2,541,130,0,16,0,0,0,2,1,0,0,0,0,0,0,1,0,9,18,109,0,0,0,253,0,0,0,0,0,0,0,0,2
6,570,ME'ONA,מעונה,570,656,485,7,478,51,0,2,1,0,0,20,23,0,0,0,0,0,0,0,0,16,188,8,0,0,0,157,0,0,0,0,0,0,0,0,12
13,571,BET GAMLI'EL,בית גמליאל,571,770,596,2,594,19,20,0,0,0,0,2,299,0,0,0,0,0,0,0,32,5,146,2,0,0,0,46,1,0,0,0,0,0,0,0,22
6,572,BET HAEMEQ,בית העמק,572,494,352,1,351,57,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,24,13,71,1,1,0,178,0,1,0,0,0,1,0,0,0
17,573,MAVQI'IM,מבקיעים,573,372,274,0,274,17,1,0,0,0,0,5,17,0,0,0,0,0,0,0,8,9,105,4,0,0,0,85,0,0,0,0,0,0,0,0,23
6,574,GESHER HAZIW,גשר הזיו,574,1185,824,2,822,111,1,2,0,0,0,0,22,0,0,0,0,0,0,0,2,37,185,70,0,0,0,387,0,0,1,0,0,0,0,0,4
6,575,YAS'UR,יסעור,575,537,397,2,395,37,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,22,38,67,0,0,0,222,0,0,0,0,0,0,0,0,1
6,576,KABRI,כברי,576,848,613,3,610,84,0,0,0,0,0,1,11,1,0,0,0,0,0,0,2,18,24,117,0,0,0,351,1,0,0,0,0,0,0,0,0
13,577,YAD BINYAMIN,יד בנימין,577,2121,1728,5,1723,7,113,0,0,0,0,0,803,0,0,0,0,0,0,0,233,1,203,7,0,0,0,21,0,0,0,0,0,0,0,0,335
3,578,SASA,סאסא,578,421,302,2,300,54,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,12,105,0,0,0,120,0,0,0,0,0,0,0,0,0
6,579,KEFAR ROSH HANIQRA,כפר ראש הנקרה,579,1004,737,2,735,129,0,2,1,1,0,1,26,0,2,0,0,0,0,0,2,33,137,48,0,0,0,344,0,1,0,0,0,0,0,0,8
9,580,KEREM MAHARAL,"כרם מהר""ל",580,650,504,0,504,44,2,2,0,0,0,5,20,0,0,1,0,0,0,0,6,10,50,88,0,0,0,276,0,0,0,0,0,0,0,0,0
13,582,KEFAR HANAGID,כפר הנגיד,582,770,584,1,583,33,3,1,0,0,0,46,22,0,1,0,0,0,0,0,4,23,93,32,1,0,0,318,1,0,0,0,0,0,0,0,5
17,584,ZIQIM,זיקים,584,718,478,0,478,56,0,2,0,0,0,1,16,0,0,0,0,0,0,0,3,19,59,115,0,0,0,204,0,0,0,0,0,0,0,0,3
4,585,LAVI,לביא,585,504,388,1,387,19,1,0,0,0,0,2,217,0,0,0,0,1,0,0,20,0,65,2,0,0,0,49,0,0,0,0,0,0,0,0,11
5,586,MEGIDDO,מגידו,586,629,466,1,465,53,0,1,0,0,0,1,5,0,0,0,0,0,0,0,2,11,43,79,0,0,0,268,0,0,0,0,0,0,0,0,2
11,587,SAVYON,סביון,587,3816,2537,9,2528,98,18,14,0,0,0,2,66,0,1,0,0,0,0,0,9,158,475,217,0,0,0,1453,0,0,0,0,0,0,0,1,16
13,588,BENE RE'EM,בני ראם,588,897,716,0,716,5,56,3,0,0,0,11,239,0,0,0,0,0,0,0,77,4,224,3,0,0,0,29,0,0,0,0,0,0,0,0,65
6,589,BEZET,בצת,589,293,226,0,226,19,0,3,0,0,0,5,6,0,1,0,0,0,0,0,3,12,44,15,0,0,0,114,0,0,0,0,0,0,0,0,4
5,590,NEWE UR,נווה אור,590,340,234,1,233,51,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,11,21,26,0,0,0,114,0,0,0,0,0,0,0,0,1
13,591,ASERET,עשרת,591,891,686,0,686,51,1,1,0,0,0,5,15,0,0,0,0,0,0,0,2,22,85,73,0,0,0,425,0,0,0,0,1,0,0,0,5
13,592,BENE DAROM,בני דרום,592,468,394,1,393,13,1,0,0,0,0,1,229,0,1,0,0,0,0,0,19,2,75,0,0,0,0,44,0,0,0,0,0,0,0,0,8
17,593,ARUGOT,ערוגות,593,677,531,5,526,36,1,1,0,0,0,60,14,0,0,0,0,0,0,0,5,12,105,37,0,0,0,249,0,0,0,0,0,0,1,0,5
12,594,ZAFRIYYA,צפריה,594,514,415,0,415,9,10,0,0,0,0,23,213,0,0,0,0,0,0,0,29,3,75,2,0,0,0,23,0,0,0,0,0,0,0,0,28
6,595,LOHAME HAGETA'OT,לוחמי הגיטאות,595,537,416,1,415,81,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,9,36,48,0,0,0,232,0,1,0,0,0,0,0,1,1
3,596,MALKIYYA,מלכיה,596,407,260,3,257,61,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,10,15,32,0,0,0,128,0,1,0,0,0,0,0,0,3
13,597,PALMAHIM,פלמחים,597,588,423,1,422,89,0,1,0,2,0,6,3,0,0,0,0,0,0,0,2,6,33,88,0,0,0,189,0,0,0,0,0,0,0,0,3
18,598,BET QAMA,בית קמה,598,670,554,1,553,89,0,1,0,0,0,1,10,0,0,0,0,0,0,1,2,30,58,95,0,0,0,261,0,0,0,0,0,0,0,0,5
3,599,PAROD,פרוד,599,438,306,4,302,51,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,10,26,34,0,0,0,166,0,0,1,0,0,0,0,0,2
18,602,NIRIM,נירים,602,378,277,3,274,45,0,1,0,0,0,1,5,0,0,0,0,0,0,0,3,4,9,90,0,0,0,112,0,2,0,0,0,0,0,0,2
6,603,ELQOSH,אלקוש,603,258,170,0,170,30,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,4,75,3,0,0,0,18,0,0,0,0,0,0,0,0,25
12,604,BET ARIF,בית עריף,604,730,581,5,576,19,8,1,0,0,0,24,36,0,1,0,0,0,0,0,18,12,290,8,1,0,0,106,0,0,0,0,0,0,0,0,52
3,605,KEFAR SHAMMAY,כפר שמאי,605,334,244,2,242,6,11,0,0,0,0,2,31,0,2,0,0,0,0,0,24,1,101,6,0,0,0,16,0,0,0,0,0,0,0,0,42
11,606,MAZOR,מזור,606,794,610,2,608,50,1,1,0,0,0,71,8,0,0,0,0,0,0,0,0,23,55,51,0,0,0,348,0,0,0,0,0,0,0,0,0
3,607,MERON,מירון,607,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
3,609,KEFAR HOSHEN,כפר חושן,609,579,408,2,406,27,10,0,0,0,0,0,16,0,0,0,0,0,0,0,17,2,192,4,0,0,0,46,0,0,0,0,1,0,0,1,90
