lamas_code,CityLMSName,Floor,NoRooms,OneRooms,TwoRooms,ThreeRooms,FourRooms,FiveRooms,SixRooms,SevenRooms,EightRooms,NineRooms,TenRooms,MoreRooms
3712,ENAV,1,0,0,0,16,0,0,0,0,0,0,0,0
2550,GEDERA,2,0,0,0,2,1,0,0,0,0,0,0,0
1139,KARMI'EL,7,0,0,0,4,7,0,0,0,0,0,0,0
2100,TIRAT KARMEL,0,0,0,0,0,1,0,0,0,0,0,0,0
831,YEROHAM,0,0,0,2,4,1,0,0,0,0,0,0,0
7600,AKKO,5,0,1,1,10,5,0,0,0,0,0,0,0
2500,NESHER,0,0,0,0,2,3,0,0,0,0,0,0,0
31,OFAQIM,2,0,0,98,136,61,1,1,0,0,0,0,0
5000,TEL AVIV - YAFO,7,0,0,2,14,5,0,0,0,0,0,0,0
6800,QIRYAT ATTA,5,0,0,13,14,4,0,0,0,0,0,0,0
70,ASHDOD,5,0,0,0,24,26,4,0,0,0,0,0,0
5000,TEL AVIV - YAFO,13,0,0,0,0,2,0,0,0,0,0,0,0
1139,KARMI'EL,4,0,0,6,82,5,0,0,0,0,0,0,0
9400,YEHUD,5,0,0,0,1,2,0,0,0,0,0,0,0
2500,NESHER,6,0,0,1,2,1,0,0,0,0,0,0,0
1061,NOF HAGALIL,1,0,7,200,225,10,0,4,0,0,0,0,0
6800,QIRYAT ATTA,8,0,1,3,6,1,0,0,0,0,0,0,0
2500,NESHER,3,0,2,15,23,3,0,0,0,0,0,0,0
469,QIRYAT EQRON,2,0,0,1,9,0,1,0,0,0,0,0,0
2200,DIMONA,1,0,38,289,314,61,9,3,0,1,0,0,0
2610,BET SHEMESH,4,0,0,36,48,18,1,0,0,0,0,0,0
3780,BETAR ILLIT,4,0,0,0,5,0,0,0,0,0,0,0,0
8700,RA'ANNANA,1,0,9,49,42,17,10,3,0,0,0,0,0
9400,YEHUD,2,0,0,4,14,4,3,0,0,0,0,0,0
9400,YEHUD,8,0,0,0,1,0,0,0,0,0,0,0,0
6300,GIV'ATAYIM,2,0,1,3,3,0,0,0,0,0,0,0,0
1061,NOF HAGALIL,4,0,11,75,181,18,0,0,0,0,0,0,0
2200,DIMONA,4,0,1,94,217,48,1,0,0,0,0,0,0
812,SHELOMI,3,0,0,3,31,2,0,0,0,0,0,0,0
8700,RA'ANNANA,4,0,0,7,6,7,0,0,0,0,0,0,0
4304,NOV,1,0,0,0,8,0,0,0,0,0,0,0,0
43,METULA,1,0,0,0,0,2,0,0,0,0,0,0,0
7900,PETAH TIQWA,0,0,0,6,15,5,0,0,0,0,0,0,0
3000,JERUSALEM,8,0,0,0,15,4,0,0,0,0,0,0,0
7900,PETAH TIQWA,6,0,0,0,6,4,0,0,0,0,0,0,0
3000,JERUSALEM,2,0,27,109,231,113,13,0,0,0,0,0,0
7400,NETANYA,3,0,12,42,90,33,1,0,0,0,0,0,0
1067,DOVEV,1,0,0,0,1,0,0,0,0,0,0,0,0
1139,KARMI'EL,5,0,0,0,10,8,0,0,0,0,0,0,0
1054,TEL SHEVA,1,0,0,4,0,0,0,0,0,0,0,0,0
1311,AVSHALOM,0,0,0,0,12,0,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,12,0,0,0,1,0,0,0,0,0,0,0,0
2560,ARAD,6,0,0,0,3,1,0,0,0,0,0,0,0
8400,REHOVOT,13,0,0,0,0,2,0,0,0,0,0,0,0
1210,KAHAL,0,0,0,0,1,0,0,0,0,0,0,0,0
2800,QIRYAT SHEMONA,5,0,0,1,23,10,0,0,0,0,0,0,0
240,YOQNE'AM ILLIT,3,0,0,15,6,5,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,9,0,0,0,2,1,0,0,0,0,0,0,0
3000,JERUSALEM,5,0,1,17,45,22,1,1,0,0,0,0,0
9000,BE'ER SHEVA,8,0,0,0,20,14,0,0,0,0,0,0,0
7900,PETAH TIQWA,3,0,0,47,78,21,1,0,0,0,0,0,0
1309,EL'AD,3,0,0,0,1,3,1,0,0,0,0,0,0
2400,OR YEHUDA,13,0,0,0,1,0,0,0,0,0,0,0,0
1139,KARMI'EL,8,0,0,2,3,9,0,0,0,0,0,0,0
9500,QIRYAT BIALIK,0,0,1,0,1,0,0,0,0,0,0,0,0
9600,QIRYAT YAM,7,0,2,1,2,3,0,0,0,0,0,0,0
240,YOQNE'AM ILLIT,6,0,0,0,1,1,0,0,0,0,0,0,0
469,QIRYAT EQRON,3,0,0,2,5,2,0,0,0,0,0,0,0
7700,AFULA,5,0,0,30,36,13,0,0,0,0,0,0,0
7600,AKKO,4,0,0,81,97,8,0,0,0,0,0,0,0
2500,NESHER,1,0,14,33,27,3,0,0,0,0,0,0,0
6200,BAT YAM,0,0,1,3,2,0,0,0,0,0,0,0,0
195,QADIMA-ZORAN,2,0,0,9,6,2,0,0,0,0,0,0,0
469,QIRYAT EQRON,0,0,0,1,0,0,1,0,0,0,0,0,0
46,YAVNE'EL,1,0,0,3,6,1,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,6,0,0,0,30,14,0,0,0,0,0,0,0
9600,QIRYAT YAM,10,0,0,0,1,1,0,0,0,0,0,0,0
7700,AFULA,2,0,0,66,138,27,1,0,0,0,0,0,0
5000,TEL AVIV - YAFO,3,0,9,98,190,55,7,1,2,0,1,0,0
2500,NESHER,7,0,0,3,2,0,0,0,0,0,0,0,0
7600,AKKO,1,0,22,95,78,21,2,1,0,0,0,0,0
2500,NESHER,4,0,0,10,16,2,0,0,0,0,0,0,0
7400,NETANYA,0,0,1,2,13,7,2,0,0,0,0,0,0
2550,GEDERA,1,0,0,2,5,3,0,0,0,0,0,0,0
6200,BAT YAM,3,0,10,41,79,14,3,0,0,0,0,0,0
3780,BETAR ILLIT,1,0,0,0,6,3,0,0,0,0,0,0,0
2600,ELAT,0,0,0,2,3,5,0,0,0,0,0,0,0
2610,BET SHEMESH,1,0,15,61,104,29,2,1,0,0,0,0,0
7100,ASHQELON,3,0,0,160,179,43,0,0,0,0,0,0,0
2530,BE'ER YA'AQOV,4,0,0,3,3,0,0,0,0,0,0,0,0
2200,DIMONA,7,0,0,0,1,0,0,0,0,0,0,0,0
8200,QIRYAT MOTZKIN,11,0,0,0,0,0,2,0,0,0,0,0,0
9300,ZIKHRON YA'AQOV,4,0,1,6,2,3,0,0,0,0,0,0,0
246,NETIVOT,0,0,0,0,26,16,1,0,0,0,0,0,0
2800,QIRYAT SHEMONA,4,0,0,13,68,31,1,0,0,0,0,0,0
1034,QIRYAT MAL'AKHI,4,0,0,44,24,11,0,0,0,0,0,0,0
1309,EL'AD,4,0,0,0,2,2,0,0,0,0,0,0,0
3609,HAMRA,1,0,0,0,1,0,0,0,0,0,0,0,0
6600,HOLON,8,0,1,8,4,1,0,0,0,0,0,0,0
6600,HOLON,2,0,28,43,104,31,3,0,0,0,0,0,0
6700,TIBERIAS,1,0,13,76,109,43,2,12,4,0,0,1,0
7100,ASHQELON,6,0,0,7,12,4,0,0,0,0,0,0,0
6500,HADERA,8,0,0,0,2,5,0,0,0,0,0,0,0
2650,RAMAT HASHARON,1,0,12,16,34,12,6,0,0,0,0,0,0
2600,ELAT,3,0,0,13,42,4,0,0,0,0,0,0,0
246,NETIVOT,3,0,1,11,36,19,0,0,0,0,0,0,0
6700,TIBERIAS,4,0,0,24,60,7,0,3,0,0,0,0,0
7100,ASHQELON,0,0,0,1,22,12,3,0,0,0,0,0,0
1015,MEVASSERET ZIYYON,2,0,0,1,0,1,0,0,0,0,0,0,0
4015,BENE YEHUDA,1,0,0,0,5,0,0,0,0,0,0,0,0
2800,QIRYAT SHEMONA,1,0,8,18,125,94,3,1,0,7,0,0,0
8200,QIRYAT MOTZKIN,8,0,0,0,0,2,0,0,0,0,0,0,0
8200,QIRYAT MOTZKIN,14,0,0,0,0,1,0,0,0,0,0,0,0
1034,QIRYAT MAL'AKHI,7,0,0,0,0,2,0,0,0,0,0,0,0
2800,QIRYAT SHEMONA,7,0,0,0,5,11,0,0,0,0,0,0,0
6500,HADERA,5,0,0,0,2,1,0,0,0,0,0,0,0
1034,QIRYAT MAL'AKHI,10,0,0,0,0,1,0,0,0,0,0,0,0
1309,EL'AD,1,0,0,0,4,9,0,0,0,0,0,0,0
28,MAZKERET BATYA,2,0,0,1,4,1,0,0,0,0,0,0,0
2600,ELAT,6,0,0,0,2,2,0,0,0,0,0,0,0
6600,HOLON,5,0,1,4,6,12,1,0,0,0,0,0,0
3788,TALMON,1,0,0,0,3,0,0,0,0,0,0,0,0
