_id,Lamas_code,settlement name,settlement name heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
333,431,DALTON,דלתון,431,588,431,4,427,2,4,0,0,0,0,36,0,0,0,0,51,4,251,0,0,0,0,0,0,0,1,5,12,0,61
334,1317,DEMEIDE,דמיידה,1317,268,188,3,185,4,1,173,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1
335,303,DAN,דן,303,467,357,1,356,179,0,1,0,0,0,3,0,0,0,0,11,2,6,119,0,0,0,0,22,0,0,9,4,0,0
336,302,DAFNA,דפנה,302,554,444,2,442,267,0,1,0,0,0,6,0,0,0,0,28,8,28,39,0,0,0,0,49,0,0,15,0,0,1
337,1241,DEQEL,דקל,1241,241,164,0,164,50,0,0,0,0,0,15,0,0,0,0,17,9,35,4,0,0,0,0,29,0,0,5,0,0,0
338,1349,DERIG'AT,דריג'את,1349,394,287,2,285,61,0,190,0,0,0,1,0,0,0,0,16,0,2,1,0,0,1,9,0,0,2,1,0,0,1
339,702,HAON,האון,702,164,102,1,101,43,1,0,0,0,0,3,0,0,0,0,11,2,12,7,0,0,0,0,12,0,0,7,1,0,2
340,675,HABONIM,הבונים,675,288,208,0,208,132,0,1,0,0,0,4,0,0,0,0,8,0,21,21,0,0,0,0,17,0,0,3,0,1,0
341,356,HAGOSHERIM,הגושרים,356,562,414,0,414,232,0,0,0,0,0,8,0,0,0,0,26,4,54,32,0,1,0,0,45,0,0,8,0,0,4
342,191,HADAR AM,הדר עם,191,447,376,0,376,180,1,1,0,0,0,11,0,0,0,0,29,3,24,50,0,0,0,0,67,0,0,8,1,0,1
343,9700,HOD HASHARON,הוד השרון,9700,39575,30748,144,30604,11920,145,34,3,2,4,1175,0,1,0,2,2499,595,5697,1963,8,5,1,2,5124,3,9,397,262,23,730
344,726,HODIYYA,הודיה,726,474,325,2,323,45,1,0,0,0,0,27,0,0,0,0,31,5,153,5,0,0,0,0,28,0,0,3,4,1,20
345,1169,#N/A,הוואשלה (שבט),1169,1264,521,6,515,3,0,455,0,0,0,0,0,1,0,0,1,0,1,31,0,0,6,11,2,2,0,0,1,0,1
346,956,#N/A,הוזייל (שבט),956,973,310,2,308,8,0,283,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,3,1,1,2,1,1,0,1
347,1186,HOSHA'AYA,הושעיה,1186,1200,934,0,934,52,1,0,0,0,0,494,0,0,0,0,24,1,187,10,0,0,0,0,142,0,1,5,14,0,3
348,250,HAZOREA,הזורע,250,838,588,2,586,340,3,3,0,0,0,14,0,0,0,0,15,0,18,143,0,0,0,0,32,0,0,16,1,0,1
349,307,HAZORE'IM,הזורעים,307,464,390,0,390,10,3,0,0,0,0,221,0,0,0,0,17,1,94,0,0,0,1,0,2,0,0,2,30,0,9
350,434,HAHOTERIM,החותרים,434,503,399,1,398,264,3,0,0,0,0,4,0,0,0,0,12,4,13,34,0,0,0,0,49,0,0,12,1,1,1
351,684,HAYOGEV,היוגב,684,537,434,2,432,267,0,0,0,0,0,15,0,0,0,0,22,5,27,20,0,0,0,0,61,0,0,12,3,0,0
352,1208,HILLA,הילה,1208,442,343,1,342,183,0,1,0,0,0,11,0,0,0,0,12,2,15,55,0,0,0,0,41,0,1,14,3,3,1
353,377,HAMA'PIL,המעפיל,377,571,440,2,438,219,2,0,0,0,0,5,0,0,0,0,17,1,16,124,0,0,0,0,48,0,0,2,1,0,3
354,677,HASOLELIM,הסוללים,677,637,504,1,503,260,2,3,0,0,0,9,0,0,0,0,25,2,59,50,0,0,0,0,75,0,0,7,8,0,3
355,423,HAOGEN,העוגן,423,603,462,6,456,220,1,3,0,0,0,10,0,0,0,0,11,1,10,143,0,0,0,0,47,0,0,6,3,0,1
356,3769,HAR ADAR,הר אדר,3769,2668,2135,10,2125,824,2,5,0,0,0,92,0,0,0,0,162,25,392,191,2,0,0,0,388,0,0,17,9,1,15
357,3603,HAR GILLO,הר גילה,3603,864,694,3,691,86,2,2,0,0,2,93,0,0,0,0,79,13,283,22,1,0,0,0,56,0,0,11,16,1,24
358,1261,HAR AMASA,הר עמשא,1261,159,124,1,123,12,4,0,0,0,0,49,0,0,0,0,9,1,6,13,0,0,0,0,2,0,0,2,25,0,0
359,464,HAR'EL,הראל,464,199,104,0,104,44,0,2,0,0,0,2,0,0,0,0,6,3,3,29,0,0,0,0,14,0,0,0,0,1,0
360,1249,HARDUF,הרדוף,1249,360,292,2,290,129,0,9,0,0,0,0,0,0,0,0,3,2,1,132,0,0,0,0,14,0,0,0,0,0,0
361,6400,HERZLIYYA,הרצליה,6400,77395,54079,398,53681,18495,578,101,4,1,4,2250,2,0,0,3,4586,1433,11747,3495,19,1,3,5,8040,6,38,719,593,29,1529
362,1203,HARARIT,הררית,1203,249,199,2,197,89,1,1,0,0,0,4,0,0,0,0,9,1,18,54,0,0,0,0,14,0,0,3,0,3,0
363,3639,WERED YERIHO,ורד יריחו,3639,173,136,1,135,22,2,0,0,0,0,23,0,0,0,0,15,0,53,1,0,0,0,0,12,0,0,5,0,0,2
364,1133,WARDON,ורדון,1133,185,150,2,148,24,0,1,0,0,0,13,0,0,0,0,28,3,48,11,0,0,0,0,9,0,0,1,2,0,8
365,815,ZAVDI'EL,זבדיאל,815,374,310,2,308,8,19,0,0,0,0,19,0,0,0,0,8,1,163,2,0,0,0,0,1,0,0,2,19,0,66
366,44,ZOHAR,זוהר,44,272,200,1,199,17,3,0,0,0,0,10,0,0,0,0,7,1,101,1,0,0,0,0,15,0,0,2,13,0,29
367,584,ZIQIM,זיקים,584,586,386,0,386,165,0,2,0,0,0,9,0,0,0,0,12,3,44,112,0,0,0,0,34,0,0,4,1,0,0
368,788,ZETAN,זיתן,788,790,661,7,654,60,6,0,0,0,0,25,0,0,0,0,107,1,316,5,0,0,0,0,32,0,0,10,17,1,74
369,9300,ZIKHRON YA'AQOV,זכרון יעקב,9300,15214,11711,44,11667,3899,680,15,0,0,1,685,1,1,0,0,972,155,2060,800,6,0,1,0,1635,0,3,115,130,9,499
370,799,ZEKHARYA,זכריה,799,686,554,0,554,42,2,0,0,0,0,26,0,1,0,0,52,4,352,2,0,0,0,0,14,0,1,5,15,0,38
371,1290,ZEMER,זמר,1290,4088,2583,15,2568,58,1,2310,0,1,0,2,0,1,0,0,6,1,24,127,0,0,0,26,2,0,2,2,2,0,3
372,1065,ZIMRAT,זמרת,1065,277,229,1,228,1,1,0,0,0,0,19,0,0,0,0,8,0,71,0,0,0,1,1,4,0,0,0,113,0,9
373,816,ZANOAH,זנוח,816,366,277,4,273,8,2,0,0,0,0,24,0,0,0,0,28,3,151,2,0,0,0,0,12,0,1,1,8,0,33
374,2064,ZERU'A,זרועה,2064,223,173,2,171,12,8,0,0,0,0,7,0,0,0,0,7,3,110,0,0,0,0,0,4,0,0,0,14,0,6
375,975,ZARZIR,זרזיר,975,4632,2254,20,2234,427,0,1372,0,0,2,34,0,0,0,29,116,1,85,59,1,1,4,38,26,1,5,3,0,1,29
376,818,ZERAHYA,זרחיה,818,432,355,0,355,2,3,0,0,0,0,77,0,0,0,0,17,0,145,2,0,0,0,1,3,0,0,0,40,0,65
377,986,#N/A,ח'ואלד (שבט),986,151,71,2,69,12,0,43,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,2,0,4
378,1321,KHAWALED,ח'ואלד,1321,250,147,3,144,42,0,87,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,3,4,0,0,0,0,0,1
379,235,HAVAZZELET HASHARON,חבצלת השרון,235,344,225,6,219,97,3,0,0,0,0,10,0,0,0,0,17,1,29,18,0,0,0,0,33,0,0,2,5,0,4
380,1110,HEVER,חבר,1110,235,169,2,167,34,0,0,0,0,0,18,0,0,0,0,14,9,57,2,0,0,0,0,20,0,0,3,3,0,7
381,3400,#N/A,חברון,3400,271,231,0,231,2,0,0,0,0,0,90,0,0,0,0,5,0,16,0,0,0,0,0,2,0,0,1,114,0,1
382,717,HAGOR,חגור,717,657,560,0,560,196,0,1,0,0,0,36,0,0,0,0,40,8,120,29,1,0,0,0,112,0,0,5,4,0,8
383,3764,HAGGAY,חגי,3764,256,225,0,225,0,0,0,0,0,0,126,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,64,0,0
384,205,HOGLA,חגלה,205,454,380,2,378,231,0,0,0,0,0,12,0,0,0,0,19,1,18,47,0,0,0,0,41,0,0,7,0,1,1
385,4026,HAD-NES,חד-נס,4026,576,420,1,419,108,0,0,0,0,0,45,0,0,0,0,41,6,107,14,0,0,0,0,76,0,0,17,1,2,2
386,618,HADID,חדיד,618,567,470,3,467,45,25,0,0,0,0,62,0,0,0,0,91,3,153,4,2,0,0,0,32,0,0,4,19,0,27
387,6500,HADERA,חדרה,6500,69790,45279,553,44726,7093,756,138,1,4,12,2253,1,4,0,3,7044,3747,14386,866,14,6,6,11,4396,9,25,529,623,34,2765
388,160,HULDA,חולדה,160,515,432,1,431,227,1,2,0,0,0,18,1,0,0,0,19,1,45,38,0,0,0,0,72,0,2,2,3,0,0
389,6600,HOLON,חולון,6600,154550,103142,1078,102064,20535,631,91,7,4,13,4959,18,2,0,3,12230,5601,31833,2173,24,10,19,4,12760,20,62,1112,1842,65,8046
390,1239,HOLIT,חולית,1239,124,81,0,81,31,0,0,0,0,0,8,0,0,0,0,11,2,7,5,0,0,0,0,11,0,0,3,1,0,2
391,253,HULATA,חולתה,253,389,297,1,296,190,0,0,0,0,0,20,0,0,0,0,10,0,12,27,0,0,0,0,23,0,1,5,8,0,0
392,662,HOSEN,חוסן,662,633,494,2,492,78,1,0,0,0,0,33,0,0,0,0,51,16,226,7,0,0,0,0,24,0,0,6,0,0,50
393,1332,HUSSNIYYA,חוסנייה,1332,437,271,8,263,1,0,250,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,3
394,115,HOFIT,חופית,115,703,552,1,551,315,2,2,0,0,0,8,0,0,0,0,20,3,43,70,0,0,0,0,82,0,0,4,0,0,2
395,374,HUQOQ,חוקוק,374,406,282,2,280,152,0,4,0,0,0,7,0,0,0,0,10,5,20,52,0,0,0,0,21,0,0,8,0,1,0
396,1303,HURA,חורה,1303,6037,3088,24,3064,118,0,2794,0,1,1,4,0,0,0,2,10,6,23,33,0,0,2,35,1,2,3,3,3,5,18
397,496,HURFEISH,חורפיש,496,4086,2160,15,2145,345,0,199,0,0,1,121,1,0,0,0,539,324,200,60,0,0,0,3,131,0,2,5,81,0,133
398,355,HORESHIM,חורשים,355,273,184,0,184,69,1,1,0,0,0,12,0,0,0,0,4,2,14,52,1,0,0,0,26,0,0,1,1,0,0
399,1047,HAZON,חזון,1047,272,215,1,214,7,22,0,0,0,0,24,0,0,0,0,8,5,114,1,0,0,0,0,5,0,0,0,8,0,20
400,219,HIBBAT ZIYYON,חיבת ציון,219,406,348,4,344,133,2,0,0,0,0,50,0,0,0,0,26,1,47,27,3,0,0,0,42,0,0,5,4,0,4
401,3643,HINNANIT,חיננית,3643,625,506,4,502,12,0,0,0,0,0,219,0,0,0,0,20,129,82,1,0,0,0,0,8,0,0,2,25,0,4
402,4000,HAIFA,חיפה,4000,243274,151318,1758,149560,37805,4894,12363,24,10,15,8032,14,8,0,13,12697,12010,31025,6783,55,12,16,103,16826,40,87,1596,1648,142,3342
403,162,HERUT,חירות,162,846,715,1,714,442,0,1,0,0,0,15,0,0,0,0,30,6,36,75,0,0,0,0,101,0,0,4,1,0,3
404,1272,HALUZ,חלוץ,1272,335,232,1,231,122,0,0,0,0,0,2,0,0,0,0,4,3,18,51,0,0,0,0,30,0,0,0,1,0,0
405,3573,NEVE TSUF,חלמיש,3573,761,631,2,629,0,6,0,0,0,0,387,0,0,0,0,3,4,140,1,2,0,0,0,4,0,0,2,72,0,8
406,820,HELEZ,חלץ,820,349,253,5,248,24,2,0,0,0,0,17,0,0,0,0,60,0,105,0,0,0,0,0,4,0,0,3,11,0,22
407,993,HAMAM,חמאם,993,1020,510,9,501,50,1,364,0,0,0,3,0,0,0,34,8,2,2,12,0,0,0,11,5,0,0,0,0,0,9
408,801,HEMED,חמד,801,519,453,0,453,16,23,0,0,0,0,249,0,0,0,0,17,1,67,3,3,0,0,0,27,0,0,3,23,0,21
409,343,HAMADYA,חמדיה,343,315,227,1,226,119,0,0,0,0,0,10,0,0,0,0,9,4,38,10,0,0,0,0,28,0,0,6,0,0,2
410,3609,HAMRA,חמרה,3609,132,93,0,93,24,1,0,0,0,0,10,0,0,0,0,10,0,33,3,0,0,0,0,7,0,0,1,4,0,0
411,807,HANNI'EL,חניאל,807,645,483,1,482,246,0,1,0,0,0,13,0,0,0,0,43,7,48,36,0,0,0,0,81,0,3,2,2,0,0
412,280,HANITA,חניתה,280,696,457,1,456,264,0,0,0,0,0,11,0,0,0,0,23,4,22,77,0,0,0,0,44,0,0,10,0,0,1
413,1257,HANNATON,חנתון,1257,424,334,2,332,139,0,1,0,0,0,26,0,0,0,0,16,5,45,33,0,0,0,0,59,0,0,6,1,0,1
414,4005,HASPIN,חספין,4005,703,576,0,576,3,2,0,0,0,0,425,0,0,0,0,3,2,65,1,0,0,0,0,3,0,0,0,65,0,7
415,363,HAFEZ HAYYIM,חפץ חיים,363,321,282,1,281,1,12,0,0,0,0,156,0,0,0,0,4,0,66,1,1,0,0,0,5,0,0,1,30,0,4
416,90,HEFZI-BAH,חפצי-בה,90,416,306,3,303,188,0,1,0,0,0,3,0,0,0,0,15,0,25,28,2,0,0,0,32,0,2,5,0,1,1
417,700,HAZAV,חצב,700,789,621,4,617,132,1,1,0,0,0,42,0,0,0,0,141,9,201,6,1,0,0,0,43,0,0,9,21,0,10
418,13,HAZEVA,חצבה,13,474,362,0,362,226,0,0,0,0,0,24,0,0,0,0,22,2,28,22,1,0,0,0,25,1,0,8,1,1,1
419,2034,HAZOR HAGELILIT,חצור הגלילית,2034,6885,4914,41,4873,295,699,4,0,0,0,303,1,0,0,1,327,264,2156,10,1,0,0,1,105,1,5,49,167,3,481
420,406,HAZOR-ASHDOD,חצור-אשדוד,406,628,447,1,446,209,0,1,0,0,0,1,0,0,0,0,14,1,9,175,0,0,0,0,32,0,0,4,0,0,0
421,397,HAZERIM,חצרים,397,768,586,0,586,408,0,0,0,0,0,4,0,0,0,0,14,6,20,87,0,0,0,0,42,0,0,4,0,0,1
422,422,HEREV LE'ET,חרב לאת,422,510,420,5,415,188,1,0,0,0,0,26,0,0,0,0,34,0,58,32,0,0,0,0,67,0,0,5,4,0,0
423,1024,HARUZIM,חרוצים,1024,577,447,0,447,143,1,0,0,0,0,31,1,0,0,0,51,9,111,33,1,0,1,0,47,0,0,3,4,1,10
424,1247,HARISH,חריש,1247,604,415,2,413,44,8,11,0,0,0,59,0,0,0,0,25,29,102,6,1,0,0,3,16,0,9,5,61,0,34
425,3717,HERMESH,חרמש,3717,181,122,1,121,14,0,0,0,0,0,13,0,0,0,0,15,29,28,1,0,0,0,0,13,0,0,4,3,0,1
426,1209,HARASHIM,חרשים,1209,192,143,0,143,66,3,4,0,0,0,1,0,0,0,0,3,0,1,60,0,0,0,0,3,0,0,2,0,0,0
427,3770,HASHMONA'IM,חשמונאים,3770,2188,1741,5,1736,18,46,2,0,0,0,865,0,0,0,0,46,5,480,8,0,0,0,0,13,0,0,13,164,1,75
428,6700,TIBERIAS,טבריה,6700,33447,20411,192,20219,1520,719,26,2,1,4,983,1,0,0,1,1772,1240,9005,99,3,2,0,2,931,1,15,170,682,3,3037
429,962,TUBA-ZANGARIYYE,טובא-זנגריה,962,3874,1804,24,1780,151,18,1368,1,0,1,1,0,1,0,4,17,2,62,79,0,0,1,42,3,0,5,0,3,2,19
430,498,TUR'AN,טורעאן,498,8160,5321,48,5273,109,0,4916,0,1,0,6,1,1,0,3,18,26,31,109,0,0,2,13,4,0,1,3,4,1,24
431,497,TAYIBE(BAEMEQ),טייבה (בעמק),497,1054,625,6,619,41,0,515,0,0,4,0,0,0,0,0,1,0,5,24,0,0,1,24,0,0,1,0,0,0,3
432,2730,TAYIBE,טייבה,2730,24480,18103,138,17965,165,1,17178,1,2,1,14,3,2,0,22,10,10,48,304,2,1,3,103,18,2,3,14,6,0,52
433,2720,TIRE,טירה,2720,16091,11682,71,11611,121,3,11028,0,2,2,7,0,1,0,1,14,2,19,332,0,0,2,42,16,0,4,6,1,4,4
434,663,TIRAT YEHUDA,טירת יהודה,663,709,609,1,608,17,9,0,0,0,0,200,0,0,0,0,87,1,214,7,1,0,0,0,17,0,1,1,34,0,19
435,2100,TIRAT KARMEL,טירת כרמל,2100,16155,10735,158,10577,948,86,12,1,1,1,625,1,1,0,0,1546,530,4826,67,1,5,1,0,473,1,14,98,184,4,1151
436,268,TIRAT ZEVI,טירת צבי,268,523,417,2,415,30,2,0,0,0,0,233,0,0,0,0,15,2,82,5,0,0,0,0,34,0,0,4,8,0,0
437,462,TAL SHAHAR,טל שחר,462,684,568,0,568,282,0,1,0,0,0,16,0,0,0,0,39,5,77,57,0,0,0,0,78,0,0,6,5,1,1
438,1181,TAL-EL,טל-אל,1181,769,612,4,608,216,0,1,0,0,0,31,0,0,0,0,52,23,118,28,0,0,0,0,127,0,1,3,2,1,5
439,1177,TELALIM,טללים,1177,181,143,2,141,58,0,0,0,0,0,9,0,0,0,0,6,2,28,14,0,0,0,0,19,0,0,5,0,0,0
440,3788,TALMON,טלמון,3788,1538,1360,3,1357,1,13,0,0,0,0,869,0,0,0,0,1,0,106,0,1,0,0,0,2,0,0,2,353,0,9
441,547,TAMRA (YIZRE'EL),טמרה (יזרעאל),547,875,719,2,717,11,0,619,0,0,0,0,0,0,0,0,0,1,1,55,0,0,0,0,0,0,0,0,0,0,30
442,8900,TAMRA,טמרה,8900,19804,15976,65,15911,161,4,14962,0,0,10,1,0,0,0,259,9,3,59,202,1,0,5,48,91,1,5,1,6,2,81
443,3743,TENE,טנא,3743,474,363,1,362,41,1,1,0,0,0,116,0,0,0,0,27,15,79,2,0,0,0,0,38,0,0,2,38,0,2
444,1214,TEFAHOT,טפחות,1214,241,188,0,188,1,5,0,0,0,0,63,0,0,0,0,10,2,87,0,0,0,0,0,2,0,0,0,10,0,8
445,1295,YANUH-JAT,יאנוח-ג'ת,1295,4016,2166,24,2142,254,0,119,0,0,0,5,1,0,0,0,530,599,257,5,0,0,0,2,56,0,2,5,58,1,248
446,1232,YEVUL,יבול,1232,221,179,0,179,69,1,0,0,0,0,29,0,0,0,0,10,2,15,13,1,0,1,0,17,0,0,1,19,0,1
447,46,YAVNE'EL,יבנאל,46,2350,1780,9,1771,197,36,3,0,0,0,103,0,0,0,0,116,13,373,30,1,0,0,0,103,0,1,23,98,3,671
448,2660,YAVNE,יבנה,2660,29669,22091,196,21895,3897,171,7,2,2,2,1394,3,1,0,0,2415,674,7563,386,11,2,7,0,2454,1,12,257,1150,11,1473
449,96,YAGUR,יגור,96,1266,894,4,890,637,0,1,0,0,0,27,0,0,0,0,33,5,28,68,0,0,0,0,71,0,0,14,1,4,1
450,798,YAGEL,יגל,798,579,458,1,457,56,11,0,4,0,1,16,0,1,0,0,48,0,243,7,0,0,0,0,18,0,0,0,17,0,35
451,577,YAD BINYAMIN,יד בנימין,577,1701,1486,8,1478,4,53,0,0,0,0,614,0,0,0,0,12,2,158,0,1,0,1,0,10,0,0,7,585,0,31
452,758,YAD HANNA,יד חנה,758,479,392,1,391,144,1,3,0,0,0,8,0,0,0,0,26,10,76,53,0,0,0,0,63,0,1,4,0,0,2
453,358,YAD MORDEKHAY,יד מרדכי,358,648,477,0,477,198,1,0,0,0,0,10,0,0,0,0,17,5,16,169,0,0,0,0,56,0,0,5,0,0,0
454,775,YAD NATAN,יד נתן,775,372,295,1,294,118,1,0,0,0,0,12,0,0,0,0,32,6,41,14,0,0,0,0,54,0,0,13,0,0,3
455,64,YAD RAMBAM,"יד רמב""ם",64,781,612,4,608,49,3,0,0,0,0,48,0,0,0,0,101,4,268,5,0,0,0,0,45,0,1,5,10,0,69
456,9400,YEHUD,יהוד-מונוסון,9400,21985,16725,111,16614,4478,137,14,0,2,6,925,1,1,0,1,1824,368,4931,599,4,2,3,1,2325,2,16,222,254,14,484
457,1158,YAHEL,יהל,1158,204,102,0,102,56,0,0,0,0,0,3,0,0,0,0,7,3,7,5,1,0,0,0,16,0,1,1,0,2,0
458,2009,YUVAL,יובל,2009,447,354,0,354,116,3,0,0,0,0,22,0,0,0,0,49,3,85,13,2,0,0,0,27,0,2,12,3,0,17
459,1226,YUVALLIM,יובלים,1226,943,778,1,777,447,2,5,0,0,0,22,0,0,0,0,24,5,30,122,0,0,0,0,114,0,0,5,1,0,0
460,1112,YODEFAT,יודפת,1112,466,374,1,373,224,0,5,0,0,0,10,0,0,0,0,5,1,14,84,0,0,0,0,18,0,0,5,5,0,2
461,4007,YONATAN,יונתן,4007,296,234,1,233,8,2,0,0,0,0,143,0,0,0,0,10,0,47,0,0,0,0,0,11,0,0,3,9,0,0
462,803,YOSHIVYA,יושיביה,803,276,240,1,239,3,4,0,0,0,0,20,0,0,0,0,9,1,91,0,0,0,0,0,0,0,0,1,69,0,41
463,452,YIZRE'EL,יזרעאל,452,565,353,2,351,235,0,1,0,0,0,9,0,0,0,0,9,7,11,44,0,0,0,0,30,0,0,4,1,0,0
464,409,YEHI'AM,יחיעם,409,466,325,0,325,176,0,1,0,0,0,8,0,0,0,0,11,5,18,73,0,0,0,0,29,0,0,2,1,1,0
465,866,YOTVATA,יטבתה,866,629,404,0,404,273,1,0,0,0,0,10,0,0,0,0,10,2,12,58,1,0,0,0,27,0,0,9,0,1,0
466,3607,YITAV,"ייט""ב",3607,168,138,1,137,0,2,0,0,0,0,49,0,0,0,0,4,52,11,0,0,0,0,0,0,0,0,4,15,0,0
467,811,YAKHINI,יכיני,811,439,353,3,350,20,1,0,0,0,0,20,0,0,0,0,35,1,221,4,0,0,0,0,3,0,0,0,21,0,24
468,753,YANUV,ינוב,753,592,460,0,460,107,1,2,0,0,0,30,0,0,0,0,54,2,142,18,0,0,0,0,58,0,0,11,31,0,4
469,2011,YINNON,ינון,2011,823,633,0,633,71,2,54,1,0,0,47,1,0,0,0,75,11,270,3,0,0,1,1,29,0,0,11,31,0,25
470,29,YESUD HAMA'ALA,יסוד המעלה,29,1121,857,2,855,356,2,0,0,0,0,73,0,0,0,0,57,11,157,39,1,0,0,0,122,0,0,15,17,2,3
471,440,YESODOT,יסודות,440,300,273,2,271,0,249,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,4
472,575,YAS'UR,יסעור,575,432,312,1,311,147,0,1,0,0,0,12,0,0,0,0,12,1,18,71,0,0,0,0,46,0,0,3,0,0,0
473,1138,YA'AD,יעד,1138,527,415,1,414,239,0,4,0,0,0,12,0,0,0,0,15,2,5,88,0,0,0,0,47,0,0,2,0,0,0
474,1044,YE'AF,יעף,1044,143,124,0,124,43,0,1,0,0,0,2,0,0,0,0,13,0,24,15,0,0,0,0,23,0,0,1,2,0,0
475,795,YA'ARA,יערה,795,476,378,0,378,38,3,11,0,0,0,15,0,0,0,0,27,12,121,13,0,0,0,0,20,0,0,3,5,0,110
476,499,YAFI,יפיע,499,11578,7493,81,7412,277,6,6600,1,1,2,3,1,0,0,11,27,17,202,151,1,2,4,45,12,6,9,3,8,2,21
477,3566,YAFIT,יפית,3566,135,82,0,82,13,0,1,0,0,0,17,0,0,0,0,10,0,26,1,0,0,0,0,6,0,0,3,2,0,3
478,134,YIF'AT,יפעת,134,712,552,0,552,358,0,0,0,0,0,6,0,0,0,0,22,5,34,55,0,0,0,1,60,0,0,7,2,0,2
479,453,YIFTAH,יפתח,453,510,354,3,351,250,0,0,0,0,0,6,0,0,0,0,8,9,17,29,0,0,0,1,23,0,0,8,0,0,0
480,3749,YIZHAR,יצהר,3749,539,448,0,448,0,6,1,0,0,0,90,0,0,0,0,1,0,8,0,0,0,2,0,1,0,0,4,332,0,3
481,759,YAZIZ,יציץ,759,523,396,4,392,36,1,0,0,0,0,24,0,0,0,0,70,1,196,11,0,0,1,0,18,0,0,5,12,0,17
482,417,YAQUM,יקום,417,508,408,1,407,223,0,0,0,0,0,5,0,0,0,0,7,1,8,124,0,0,0,0,31,0,0,8,0,0,0
483,3647,YAQIR,יקיר,3647,956,826,2,824,5,5,0,0,0,0,532,0,0,0,0,11,1,194,2,0,0,0,0,5,0,0,5,62,0,2
484,241,YOQNE'AM(MOSHAVA),יקנעם (מושבה),241,980,761,4,757,419,1,1,0,0,0,34,0,0,0,0,40,2,38,79,1,0,0,0,125,0,0,9,4,0,4
485,240,YOQNE'AM ILLIT,יקנעם עילית,240,15429,11161,127,11034,1921,88,5,1,1,2,706,3,1,0,0,1390,1209,3444,188,6,2,2,1,1403,3,7,109,130,12,400
486,623,YIR'ON,יראון,623,353,223,2,221,149,0,0,0,0,0,3,0,0,0,0,9,7,9,21,0,0,1,0,17,0,0,5,0,0,0
487,2026,YARDENA,ירדנה,2026,286,198,3,195,30,1,0,0,0,0,21,0,0,0,0,31,2,88,3,0,0,0,0,4,0,0,3,0,0,12
488,831,YEROHAM,ירוחם,831,6545,4209,88,4121,333,308,31,0,0,2,465,2,0,0,0,328,316,1345,49,5,0,1,4,132,1,1,73,101,4,620
489,3000,JERUSALEM,ירושלים,3000,385888,258879,3593,255286,24696,53948,3148,10,26,17,21266,19,4,0,7,11949,6032,61874,10166,253,16,54,215,10752,37,148,1619,18330,121,30579
490,718,YARHIV,ירחיב,718,677,510,7,503,75,4,0,0,0,1,33,0,0,0,0,80,4,226,11,0,0,0,0,35,0,0,11,5,0,18
491,502,YIRKA,ירכא,502,9360,6168,143,6025,685,0,2226,0,0,0,10,0,0,0,2,316,658,261,56,1,1,2,16,123,2,9,53,797,2,805
492,183,YARQONA,ירקונה,183,288,235,1,234,132,0,1,0,0,0,5,0,0,0,0,5,2,27,36,0,0,0,0,22,0,0,1,2,0,1
493,916,YESHA,ישע,916,260,189,1,188,70,1,0,0,0,0,21,0,0,0,0,9,2,44,8,0,0,0,0,29,0,0,3,0,0,1
494,805,YISH'I,ישעי,805,508,400,1,399,14,12,0,0,0,0,48,0,0,0,0,7,0,190,0,0,0,0,0,7,0,0,2,35,0,84
495,828,YASHRESH,ישרש,828,666,514,6,508,77,4,0,0,0,0,31,0,0,0,0,98,7,193,9,0,0,0,0,48,0,0,8,4,0,29
496,1227,YATED,יתד,1227,235,178,0,178,38,0,0,0,0,0,22,0,0,0,0,19,2,57,4,0,0,0,0,7,0,0,9,20,0,0
497,504,KABUL,כאבול,504,6993,5763,27,5736,20,0,5625,0,1,1,0,0,0,0,4,3,0,12,34,0,0,0,9,0,0,0,5,9,0,13
498,505,KAOKAB ABU AL-HIJA,כאוכב אבו אל-היג',505,2253,1768,10,1758,2,0,1713,0,0,0,2,0,0,0,0,4,0,2,29,0,0,0,4,0,0,1,0,0,0,1
499,576,KABRI,כברי,576,799,610,1,609,400,2,3,0,0,0,17,0,0,0,0,29,3,24,69,0,0,0,0,56,0,0,5,0,0,1
500,1338,KADDITA,כדיתה,1338,107,65,0,65,10,7,0,0,0,0,7,0,0,0,0,5,1,5,11,1,0,0,0,0,0,0,9,8,0,1
501,3564,KOKHAV HASHAHAR,כוכב השחר,3564,1014,872,1,871,0,1,0,0,0,0,494,0,0,0,0,5,1,74,1,0,0,0,0,0,0,0,7,285,0,3
502,1224,KOKHAV YA'IR,כוכב יאיר,1224,7776,6092,17,6075,2405,13,4,0,0,0,587,0,0,0,0,332,121,1049,412,2,0,0,0,1023,1,1,68,30,2,25
