Committee symbol,ballot id,Lamas_code,settlement name,settlement name_Heb,settlement ID,Ballot num,concentrate,Judge,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
5,1797,7300,NAZARETH,נצרת,7300,10,24,0,732,446,3,443,5,0,420,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0
5,1798,7300,NAZARETH,נצרת,7300,11,26,0,550,332,3,329,2,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,1,0,1,2,0
5,1799,7300,NAZARETH,נצרת,7300,12,4,0,699,465,4,461,3,0,457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1800,7300,NAZARETH,נצרת,7300,13,24,0,687,354,3,351,3,0,328,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,1
5,1801,7300,NAZARETH,נצרת,7300,14,19,0,522,269,1,268,3,0,251,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,4,0,1,1,0,0,0,2
5,1802,7300,NAZARETH,נצרת,7300,15,11,0,590,371,0,371,1,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0
5,1803,7300,NAZARETH,נצרת,7300,16.1,3,0,649,407,1,406,9,0,374,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,1,0,0,0,12,0,0,0,2,0,0,0
5,1804,7300,NAZARETH,נצרת,7300,16.2,3,0,649,381,0,381,4,0,339,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,20,0,0,0,0,0,0,1
5,1805,7300,NAZARETH,נצרת,7300,16.3,3,0,649,385,3,382,8,0,354,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0
5,1806,7300,NAZARETH,נצרת,7300,16.4,3,0,649,390,0,390,5,0,361,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,1,0,0,0,12,0,0,1,0,0,1,0
5,1807,7300,NAZARETH,נצרת,7300,16.5,3,0,649,429,2,427,5,1,387,1,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,15,1,0,1,0,0,1,2
5,1808,7300,NAZARETH,נצרת,7300,16.6,3,0,649,401,3,398,7,0,377,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,0,0,0,1,0,0,0
5,1809,7300,NAZARETH,נצרת,7300,16.7,3,0,649,362,0,362,5,0,332,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,1,9,0,0,0,1,0,0,0
5,1810,7300,NAZARETH,נצרת,7300,16.8,3,0,643,408,2,406,8,0,368,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,1,1,0,13,0,1,1,0,0,0,0
5,1811,7300,NAZARETH,נצרת,7300,17,19,0,661,345,4,341,3,0,324,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8,0,1,0,0,0,1,0
5,1812,7300,NAZARETH,נצרת,7300,18,16,0,605,330,0,330,1,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0
5,1813,7300,NAZARETH,נצרת,7300,20,23,0,742,429,6,423,0,0,407,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6,0,2,1,0,0,1,1
5,1814,7300,NAZARETH,נצרת,7300,21,10,0,613,373,1,372,12,0,327,0,0,0,0,0,0,1,0,0,0,0,0,4,11,0,0,0,0,0,15,0,0,0,1,0,0,1
5,1815,7300,NAZARETH,נצרת,7300,23,7,0,748,441,2,439,6,0,398,0,0,0,2,0,0,1,0,1,0,0,0,3,12,0,0,0,1,0,11,0,0,1,0,1,0,2
5,1816,7300,NAZARETH,נצרת,7300,24,7,0,635,379,4,375,6,0,354,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,7,0,1,0,0,0,0,1
5,1817,7300,NAZARETH,נצרת,7300,27,41,0,757,435,7,428,0,0,412,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,1,0,0,0,4,0,0,0,0,0,2,0
5,1818,7300,NAZARETH,נצרת,7300,29,21,0,592,363,0,363,2,0,331,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,16,0,0,0,0,0,0,0
5,1819,7300,NAZARETH,נצרת,7300,30,31,0,748,454,8,446,2,0,437,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
5,1820,7300,NAZARETH,נצרת,7300,31,26,0,663,413,4,409,2,0,378,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,8,0,0,0,0,0,0,0
5,1821,7300,NAZARETH,נצרת,7300,32,4,0,676,444,2,442,0,0,434,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0
5,1822,7300,NAZARETH,נצרת,7300,33,18,0,601,350,3,347,1,1,343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1823,7300,NAZARETH,נצרת,7300,34,26,0,596,423,0,423,2,0,416,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
5,1824,7300,NAZARETH,נצרת,7300,35,18,0,597,358,1,357,1,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
5,1825,7300,NAZARETH,נצרת,7300,36,4,0,697,476,2,474,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1826,7300,NAZARETH,נצרת,7300,37,20,0,723,461,3,458,2,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,1,0
5,1827,7300,NAZARETH,נצרת,7300,38,20,0,756,497,2,495,6,0,464,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,0,0,1,1,5,0,0,1,1,0,0,0
5,1828,7300,NAZARETH,נצרת,7300,39,26,0,696,419,7,412,2,0,395,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,3,0,0,1,0,1,1,1
5,1829,7300,NAZARETH,נצרת,7300,40,11,0,658,399,2,397,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0
5,1830,7300,NAZARETH,נצרת,7300,41,11,0,652,351,2,349,1,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
5,1831,7300,NAZARETH,נצרת,7300,42,11,0,782,393,3,390,0,0,382,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3
5,1832,7300,NAZARETH,נצרת,7300,43,11,0,609,292,1,291,2,0,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,1833,7300,NAZARETH,נצרת,7300,44,44,0,689,420,2,418,6,0,385,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,18,0,0,0,0,0,1,2
5,1834,7300,NAZARETH,נצרת,7300,45,8,0,789,539,0,539,2,0,526,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0
5,1835,7300,NAZARETH,נצרת,7300,46,8,0,702,441,8,433,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,3,1,0
5,1836,7300,NAZARETH,נצרת,7300,47,8,0,676,403,3,400,2,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1837,7300,NAZARETH,נצרת,7300,48,44,0,722,395,1,394,2,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0
5,1838,7300,NAZARETH,נצרת,7300,49,11,0,704,447,0,447,0,0,442,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
5,1839,7300,NAZARETH,נצרת,7300,50,6,0,750,407,2,405,3,0,388,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,1,0,0,0
5,1840,7300,NAZARETH,נצרת,7300,51,41,0,728,433,2,431,7,0,407,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,1,0,2
5,1841,7300,NAZARETH,נצרת,7300,52,45,0,771,469,5,464,2,0,441,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0,0,2,0,7,0,0,1,0,0,0,0
5,1842,7300,NAZARETH,נצרת,7300,53,6,0,639,370,1,369,8,0,346,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,0,0
5,1843,7300,NAZARETH,נצרת,7300,54,21,0,700,376,2,374,4,0,349,0,0,0,2,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,10,0,0,0,0,0,0,0
5,1844,7300,NAZARETH,נצרת,7300,55,22,0,680,397,2,395,2,1,383,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,3
5,1845,7300,NAZARETH,נצרת,7300,56,27,0,780,469,2,467,8,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,0,0,0,0,0,1,0
5,1846,7300,NAZARETH,נצרת,7300,57,44,0,696,476,4,472,2,0,460,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0
5,1847,7300,NAZARETH,נצרת,7300,58,23,0,736,448,2,446,0,0,433,0,0,0,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,1,0,1
5,1848,7300,NAZARETH,נצרת,7300,59,23,0,687,458,0,458,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0
5,1849,7300,NAZARETH,נצרת,7300,60,20,0,724,445,2,443,1,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0
5,1850,7300,NAZARETH,נצרת,7300,62,20,0,756,385,1,384,1,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5,1851,7300,NAZARETH,נצרת,7300,64,20,0,617,385,5,380,2,0,365,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4,0,0,1,0,0,0,1
5,1852,7300,NAZARETH,נצרת,7300,65,31,0,734,474,8,466,1,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,2
5,1853,7300,NAZARETH,נצרת,7300,66,18,0,689,381,2,379,1,0,370,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
5,1854,7300,NAZARETH,נצרת,7300,67,4,0,605,398,2,396,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1855,7300,NAZARETH,נצרת,7300,68,18,0,579,366,2,364,3,0,352,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1856,7300,NAZARETH,נצרת,7300,69,31,0,740,478,1,477,1,0,473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,1857,7300,NAZARETH,נצרת,7300,70,45,0,756,458,1,457,4,0,434,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,0,0,6,0,0,0,0,0,0,2
5,1858,7300,NAZARETH,נצרת,7300,71,19,0,746,433,0,433,6,0,398,0,0,0,0,0,1,0,1,1,0,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,1,1
5,1859,7300,NAZARETH,נצרת,7300,72,6,0,735,439,1,438,1,0,418,0,0,0,0,1,0,1,0,0,0,0,0,4,8,0,0,0,0,0,4,0,1,0,0,0,0,0
5,1860,7300,NAZARETH,נצרת,7300,73,27,0,732,401,2,399,2,0,379,0,0,0,2,0,0,0,1,0,1,0,0,1,7,0,1,0,0,1,2,0,0,0,1,0,1,0
5,1861,7300,NAZARETH,נצרת,7300,74,38,0,552,358,4,354,6,1,329,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,1,6,0,0,0,0,0,0,0
5,1862,7300,NAZARETH,נצרת,7300,75,11,0,601,319,1,318,2,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3
5,1863,7300,NAZARETH,נצרת,7300,80,8,0,731,430,6,424,7,0,403,0,0,0,0,0,0,3,1,0,0,1,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0
5,1864,7300,NAZARETH,נצרת,7300,81,44,0,707,464,3,461,10,0,429,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,9,0,0,0,0,0,1,0
5,1865,7300,NAZARETH,נצרת,7300,82,23,0,689,389,1,388,1,0,373,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,8,0,0,1,0,0,0,0
5,1866,7300,NAZARETH,נצרת,7300,83,11,0,581,353,6,347,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0
5,1867,7300,NAZARETH,נצרת,7300,84,1,0,553,352,2,350,1,1,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
5,1868,7300,NAZARETH,נצרת,7300,85,39,0,355,192,0,192,2,0,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
5,1869,7300,NAZARETH,נצרת,7300,86,8,0,769,514,2,512,1,0,504,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0
5,1870,7300,NAZARETH,נצרת,7300,87,8,0,687,397,3,394,1,0,381,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,7,0,0,1,0,0,0,0
5,1871,7300,NAZARETH,נצרת,7300,88,38,0,608,392,0,392,4,0,370,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,12,0,0,0,0,0,0,1
5,1872,7300,NAZARETH,נצרת,7300,89,11,0,604,390,2,388,1,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,4
5,1873,7300,NAZARETH,נצרת,7300,950,27,0,710,397,5,392,2,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2
8,3352,2500,NESHER,נשר,2500,1,8,0,560,358,4,354,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,42,114,0,0,0,1,0,153,0,0,0,0,0,0,17
8,3353,2500,NESHER,נשר,2500,2,8,0,545,348,2,346,31,0,0,0,0,0,9,0,0,0,0,0,0,0,0,35,109,0,0,0,4,0,151,0,0,0,0,0,0,7
8,3354,2500,NESHER,נשר,2500,3,5,0,593,373,2,371,13,3,2,0,0,0,10,0,0,0,0,0,0,0,0,39,179,0,0,0,0,0,75,0,1,0,0,0,0,49
8,3355,2500,NESHER,נשר,2500,4,8,0,513,274,1,273,6,3,1,1,0,0,5,0,0,0,0,1,0,0,0,79,84,1,1,0,2,0,81,1,0,0,0,0,0,7
8,3356,2500,NESHER,נשר,2500,5,6,0,403,200,0,200,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,47,109,0,0,0,1,0,10,0,0,0,0,0,2,26
8,3357,2500,NESHER,נשר,2500,6,6,0,651,434,2,432,8,3,0,0,0,0,4,0,1,0,0,0,0,0,0,64,222,0,0,0,0,0,62,0,0,0,0,1,0,67
8,3358,2500,NESHER,נשר,2500,7,3,0,659,410,2,408,11,16,1,0,0,0,2,0,0,0,0,0,0,0,0,66,185,0,0,0,1,0,62,0,0,0,0,0,0,64
8,3359,2500,NESHER,נשר,2500,8,27,0,683,355,4,351,8,3,4,2,0,0,8,0,0,0,0,0,0,0,0,50,164,0,0,0,0,0,72,0,0,0,0,0,0,40
8,3360,2500,NESHER,נשר,2500,9,27,0,602,303,1,302,8,5,2,0,0,0,6,0,0,0,0,0,0,0,0,55,127,0,0,0,1,0,57,0,0,0,0,0,0,41
8,3361,2500,NESHER,נשר,2500,10,1,0,522,243,1,242,8,0,1,1,0,0,7,0,0,0,0,0,0,0,0,65,102,0,0,0,1,0,46,0,0,0,0,0,0,11
8,3362,2500,NESHER,נשר,2500,11,21,0,547,294,5,289,12,7,8,0,0,0,5,0,0,0,0,0,0,0,0,80,103,0,0,0,0,0,69,0,0,1,0,0,0,4
8,3363,2500,NESHER,נשר,2500,12,1,1,363,184,1,183,9,1,2,1,0,0,7,0,0,0,0,0,0,0,0,46,72,1,0,0,2,0,31,0,0,0,0,0,0,11
8,3364,2500,NESHER,נשר,2500,13,11,0,465,234,5,229,12,0,1,0,0,0,9,0,0,0,0,0,0,0,0,51,78,0,0,0,0,0,75,0,0,0,0,0,0,3
8,3365,2500,NESHER,נשר,2500,14,22,0,494,263,2,261,20,4,9,0,0,0,5,0,0,0,0,0,0,0,0,19,108,1,0,0,0,0,84,0,0,0,0,0,0,11
8,3366,2500,NESHER,נשר,2500,16,8,0,621,379,7,372,14,3,0,1,0,0,16,0,0,0,0,0,0,0,0,76,167,0,0,0,0,0,81,0,0,0,0,0,0,14
8,3367,2500,NESHER,נשר,2500,17,15,0,553,419,0,419,17,2,3,0,0,0,8,0,0,0,0,0,0,1,0,63,129,0,0,0,1,0,188,0,0,0,0,0,0,7
8,3368,2500,NESHER,נשר,2500,19,25,0,690,454,5,449,9,1,0,0,0,0,12,0,0,0,0,0,0,0,0,63,217,0,0,0,1,0,126,0,0,0,0,0,0,20
8,3369,2500,NESHER,נשר,2500,20,13,0,541,364,1,363,9,1,0,0,0,0,4,0,0,0,0,0,0,0,0,43,162,0,0,0,1,0,126,0,0,0,0,0,0,17
8,3370,2500,NESHER,נשר,2500,21,4,0,639,403,3,400,20,1,0,0,0,0,4,0,0,0,0,0,0,0,0,117,157,0,0,0,0,0,95,0,0,0,0,0,0,6
8,3371,2500,NESHER,נשר,2500,22,25,0,621,445,3,442,14,3,4,0,0,0,14,0,0,0,0,0,0,0,0,43,230,0,0,0,1,0,112,0,0,0,0,0,0,21
8,3372,2500,NESHER,נשר,2500,23,13,0,679,457,2,455,27,3,0,0,0,0,8,0,0,0,0,0,0,0,0,47,177,0,0,0,0,0,171,0,0,0,0,0,0,22
8,3373,2500,NESHER,נשר,2500,24,14,0,511,249,0,249,18,0,12,2,0,0,5,0,0,0,0,1,0,0,0,40,72,1,0,0,0,0,96,0,0,0,0,0,0,2
8,3374,2500,NESHER,נשר,2500,25,15,0,564,373,1,372,17,3,2,0,0,0,2,0,0,0,0,0,0,0,0,88,149,0,0,0,1,0,105,0,0,0,0,0,0,5
8,3375,2500,NESHER,נשר,2500,26,15,0,628,446,2,444,21,1,1,0,0,0,9,0,0,0,0,0,0,0,0,58,152,0,0,0,1,0,196,0,0,0,0,0,1,4
8,3376,2500,NESHER,נשר,2500,27,13,0,613,442,2,440,11,5,0,0,0,0,24,0,0,0,0,0,0,0,0,30,175,0,0,0,0,0,180,0,0,0,0,0,0,15
8,3377,2500,NESHER,נשר,2500,28,18,0,750,517,2,515,20,2,0,0,0,0,9,0,0,0,0,0,0,0,0,101,237,0,0,0,2,0,137,0,2,0,0,0,0,5
8,3378,2500,NESHER,נשר,2500,29,15,0,595,459,1,458,17,0,1,2,0,0,4,0,0,0,0,0,0,0,0,39,188,0,0,0,3,0,185,0,0,0,0,0,0,19
8,3379,2500,NESHER,נשר,2500,30,15,0,536,387,2,385,20,1,1,1,0,0,12,0,0,0,0,0,0,0,0,46,146,1,0,0,0,0,147,0,0,0,0,0,0,10
8,3380,2500,NESHER,נשר,2500,31,15,0,492,339,2,337,20,1,0,1,0,0,16,0,0,0,0,0,0,0,0,32,99,0,0,0,0,0,160,0,0,0,0,0,0,8
8,3381,2500,NESHER,נשר,2500,32,26,0,461,326,7,319,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,190,87,2,0,0,0,0,27,1,0,1,0,0,0,4
8,3382,2500,NESHER,נשר,2500,33,15,0,616,422,0,422,16,1,1,1,0,0,12,0,0,0,0,0,0,0,0,58,157,0,0,0,1,0,166,0,0,0,0,0,1,8
8,3383,2500,NESHER,נשר,2500,34,13,0,675,376,6,370,12,0,2,0,0,0,12,0,0,0,0,0,0,0,0,64,165,0,0,0,1,0,93,0,0,0,0,0,0,21
8,3384,2500,NESHER,נשר,2500,35,9,0,380,308,1,307,15,0,1,0,0,0,6,0,0,0,0,0,0,0,0,16,79,0,0,0,0,0,190,0,0,0,0,0,0,0
8,3385,2500,NESHER,נשר,2500,36,9,0,397,307,0,307,13,0,2,0,0,0,5,0,0,0,0,0,0,0,1,19,55,0,0,0,0,0,212,0,0,0,0,0,0,0
8,3386,2500,NESHER,נשר,2500,37,15,0,632,516,3,513,20,2,1,0,0,0,11,0,0,0,0,0,0,0,0,64,196,0,0,0,0,0,213,0,0,0,0,0,0,6
2,1113,3555,NETIV HAGEDUD,נתיב הגדוד,3555,1,1,0,233,167,1,166,46,0,2,1,0,0,5,0,0,0,0,0,0,0,0,6,44,0,0,0,0,0,60,0,0,0,1,1,0,0
2,949,693,NETIV HALAMED-HE,נתיב הלה,693,1,1,0,462,351,2,349,110,0,4,0,0,0,5,0,0,0,0,0,0,0,0,12,10,1,0,0,0,0,206,0,0,0,0,0,0,1
17,9202,1242,NETIV HAASARA,נתיב העשרה,1242,1,1,0,686,524,0,524,51,1,2,2,0,0,45,0,0,0,0,0,0,0,0,13,117,0,0,0,1,0,287,0,0,0,0,0,0,5
6,2236,792,NETIV HASHAYYARA,נתיב השיירה,792,1,1,0,402,307,0,307,16,1,1,0,0,0,6,0,0,0,0,0,0,0,1,4,127,0,0,0,0,0,135,0,0,0,0,0,0,16
18,9410,246,NETIVOT,נתיבות,246,1,4,0,690,478,0,478,4,34,0,0,0,0,8,0,0,0,0,0,0,0,0,46,183,1,0,0,6,0,8,0,1,0,0,0,1,186
18,9411,246,NETIVOT,נתיבות,246,2,1,0,588,467,2,465,8,40,1,0,0,0,18,0,0,0,0,0,0,0,0,11,206,0,0,0,6,0,17,0,0,0,1,0,0,157
18,9412,246,NETIVOT,נתיבות,246,3,19,0,575,415,4,411,1,26,0,0,0,0,20,0,0,0,0,0,0,0,1,23,215,0,0,0,4,0,11,0,0,0,0,0,0,110
18,9413,246,NETIVOT,נתיבות,246,4,4,0,552,364,6,358,3,11,0,1,0,0,13,0,0,0,0,0,0,0,0,33,135,0,0,0,2,0,25,0,0,0,0,0,0,135
18,9414,246,NETIVOT,נתיבות,246,5,1,0,584,416,4,412,2,25,0,0,0,0,15,0,0,0,0,0,0,0,0,34,165,0,0,0,3,0,16,0,0,0,0,0,0,152
18,9415,246,NETIVOT,נתיבות,246,6,1,0,654,430,3,427,1,26,0,0,0,0,15,0,0,0,0,0,0,0,0,29,174,0,0,1,2,0,13,0,1,0,0,0,0,165
18,9416,246,NETIVOT,נתיבות,246,7,19,0,456,334,0,334,5,9,0,1,0,0,10,0,0,0,0,0,0,0,0,3,154,0,0,0,1,0,7,0,0,0,0,0,0,144
18,9417,246,NETIVOT,נתיבות,246,8,13,0,400,332,3,329,3,50,0,0,0,0,9,0,0,0,0,0,0,0,0,0,81,0,0,0,3,0,3,0,0,0,0,0,0,180
18,9418,246,NETIVOT,נתיבות,246,9,3,0,696,590,1,589,2,225,0,0,0,0,5,0,0,0,0,0,0,0,0,2,25,0,0,0,2,0,3,0,0,0,0,0,0,325
18,9419,246,NETIVOT,נתיבות,246,10,18,0,369,275,1,274,5,9,0,0,0,0,22,0,0,0,0,0,0,0,0,11,158,0,0,0,1,0,16,0,0,0,0,0,0,52
18,9420,246,NETIVOT,נתיבות,246,11,22,0,424,245,3,242,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,29,113,0,0,0,5,0,17,0,1,0,0,0,1,57
18,9421,246,NETIVOT,נתיבות,246,12,10,0,770,551,4,547,2,14,0,0,0,0,35,0,0,0,0,0,0,0,0,42,270,1,0,0,3,0,28,0,0,0,0,0,0,152
18,9422,246,NETIVOT,נתיבות,246,13,10,0,666,461,2,459,6,4,0,0,0,0,15,0,0,0,0,0,0,0,0,72,259,0,0,0,4,0,24,0,0,0,0,0,0,75
18,9423,246,NETIVOT,נתיבות,246,14,29,0,762,578,1,577,1,59,0,0,0,0,10,0,0,0,0,0,0,0,0,64,87,1,0,0,4,0,12,0,0,0,1,0,0,338
18,9424,246,NETIVOT,נתיבות,246,15,6,0,502,399,2,397,6,24,0,0,0,0,23,0,0,0,0,0,0,0,0,14,164,0,0,0,3,0,10,0,0,0,0,0,0,153
18,9425,246,NETIVOT,נתיבות,246,16,7,0,624,438,2,436,2,17,0,0,0,0,17,0,0,0,0,0,0,0,0,25,253,0,1,0,4,0,23,0,0,0,0,0,0,94
18,9426,246,NETIVOT,נתיבות,246,17,25,0,701,574,4,570,4,22,0,0,0,0,45,0,0,0,0,0,0,0,0,5,189,0,0,0,2,0,13,0,0,0,0,0,0,290
18,9427,246,NETIVOT,נתיבות,246,18,25,0,642,443,5,438,1,13,0,0,0,0,18,0,0,0,0,0,0,0,0,40,134,1,0,0,4,0,11,0,0,0,0,0,0,216
18,9428,246,NETIVOT,נתיבות,246,19,6,0,568,377,0,377,3,17,0,1,0,0,10,0,0,0,0,0,0,0,1,29,213,0,0,0,3,1,12,0,0,0,0,0,0,87
18,9429,246,NETIVOT,נתיבות,246,20,8,0,754,580,7,573,1,40,1,1,0,0,8,0,0,0,0,0,0,0,0,97,124,0,0,0,4,0,16,0,0,0,0,0,0,281
18,9430,246,NETIVOT,נתיבות,246,21.1,26,0,602,473,1,472,5,13,0,0,0,0,31,0,0,0,0,0,0,0,0,10,242,2,0,0,9,0,19,0,0,0,0,0,0,141
18,9431,246,NETIVOT,נתיבות,246,21.2,26,0,602,494,1,493,3,13,1,0,0,0,32,0,0,0,0,0,0,0,0,25,229,0,0,1,1,0,21,0,0,0,0,0,0,167
18,9432,246,NETIVOT,נתיבות,246,21.3,26,0,602,462,1,461,8,15,0,0,0,0,33,0,0,0,0,0,0,0,0,10,208,0,0,0,10,0,22,0,0,0,0,0,0,155
18,9433,246,NETIVOT,נתיבות,246,21.4,26,0,600,477,4,473,3,18,1,0,0,0,35,0,0,0,0,0,0,0,0,20,208,0,0,0,1,0,26,0,0,0,0,0,0,161
18,9434,246,NETIVOT,נתיבות,246,22,11,0,701,565,3,562,3,30,0,0,0,0,25,0,0,0,0,0,0,0,0,21,121,1,0,0,4,0,11,0,0,0,0,0,0,346
18,9435,246,NETIVOT,נתיבות,246,23,29,0,740,672,4,668,0,164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,494
18,9436,246,NETIVOT,נתיבות,246,24,3,0,779,660,3,657,6,104,0,0,0,0,19,0,0,0,0,0,0,0,0,1,81,0,0,0,3,1,11,0,0,0,0,0,0,431
