CityLMSName,Floor,NoRooms,OneRooms,TwoRooms,ThreeRooms,FourRooms,FiveRooms,SixRooms,SevenRooms,EightRooms,NineRooms,TenRooms,MoreRooms,CityLMSName_Translated
מבשרת ציון,1.0,0,0,5,1,0,1,0,0,0,0,0,0,Mevaseret Zion
קרית שמונה,8.0,0,0,0,3,11,0,0,0,0,0,0,0,Kiryat Shmona
טבריה,5.0,0,0,0,31,5,0,1,0,0,0,0,0,Tiberias
רעננה,2.0,0,1,2,16,4,0,0,0,0,0,0,0,fresh
יהוד,1.0,0,5,24,20,5,0,1,0,0,0,0,0,Yehud
יהוד,7.0,0,0,0,1,0,0,0,0,0,0,0,0,Yehud
באר שבע,14.0,0,0,0,0,1,0,0,0,0,0,0,0,Beer Sheva
שדרות,1.0,0,2,64,104,22,3,0,0,0,0,0,0,Sderot
חדרה,4.0,0,0,2,20,8,0,0,0,0,0,0,0,Hadera
באר שבע,11.0,0,0,0,1,4,0,0,0,0,0,0,0,Beer Sheva
אלעד,0.0,0,0,0,0,3,2,0,0,0,0,0,0,Elad
קרית גת,1.0,0,9,122,112,47,6,1,0,0,0,0,0,Kiryat Gat
חולון,4.0,0,9,21,27,10,0,0,0,0,0,0,0,Holon
רמת השרון,5.0,0,0,0,0,3,0,0,0,0,0,0,0,Ramat Hasharon
אילת,5.0,0,0,0,5,0,0,0,0,0,0,0,0,Eilat
ביתר עלית,2.0,0,0,0,6,2,0,1,0,0,0,0,0,Beitar Illit
רעננה,5.0,0,0,0,1,0,0,0,0,0,0,0,0,fresh
יהוד,4.0,0,0,3,8,3,2,0,0,0,0,0,0,Yehud
אשקלון,4.0,0,0,97,145,54,1,0,0,0,0,0,0,Ashkelon
טבריה,2.0,0,8,35,163,31,2,3,2,0,0,0,0,Tiberias
שדרות,4.0,0,0,16,53,42,1,0,0,0,0,0,0,Sderot
בית שאן,8.0,0,0,0,0,3,0,0,0,0,0,0,0,Beit Shean
כפר תפוח,1.0,0,0,0,15,0,0,0,0,0,0,0,0,Apple village
רמת השרון,2.0,0,1,2,11,5,0,0,0,0,0,0,0,Ramat Hasharon
חדרה,1.0,0,51,45,103,19,2,3,0,0,0,0,0,Hadera
חולון,1.0,0,43,88,136,59,4,0,0,0,0,0,0,Holon
אשקלון,7.0,0,0,0,13,1,0,0,0,0,0,0,0,Ashkelon
טבריה,8.0,0,0,0,13,0,1,0,0,0,0,0,0,Tiberias
אילת,2.0,0,0,8,49,9,1,0,0,0,0,0,0,Eilat
ביתר עלית,5.0,0,0,0,3,0,0,0,0,0,0,0,0,Beitar Illit
ראש העין,5.0,0,0,0,0,1,0,0,0,0,0,0,0,Rosh HaAyin
באר יעקב,2.0,0,0,2,3,4,1,0,0,0,0,0,0,Be'er Ya'akov
אשקלון,1.0,0,43,194,252,62,9,1,0,0,0,0,0,Ashkelon
ראש העין,1.0,0,24,15,19,19,6,0,0,0,0,0,0,Rosh HaAyin
כרמיאל,1.0,0,12,48,125,13,1,0,0,0,0,0,0,Carmiel
עפולה,1.0,0,6,86,150,35,1,1,0,0,0,0,0,Afula
קרית מוצקין,17.0,0,0,0,0,1,1,0,0,0,0,0,0,Kiryat Motzkin
שדרות,3.0,0,0,38,114,32,3,0,0,0,0,0,0,Sderot
כפר תפוח,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Apple village
רחובות,12.0,0,0,0,0,1,0,0,0,0,0,0,0,streets
ירושלים,4.0,0,10,72,121,57,6,0,0,0,0,0,0,Jerusalem
בית שאן,7.0,0,0,0,0,1,0,0,0,0,0,0,0,Beit Shean
בת ים,4.0,0,5,27,47,12,0,0,0,0,0,0,0,Bat Yam
חדרה,2.0,0,0,54,42,11,0,0,0,0,0,0,0,Hadera
טבריה,7.0,0,0,0,8,0,0,0,0,0,0,0,0,Tiberias
ראש העין,4.0,0,0,0,2,1,0,0,0,0,0,0,0,Rosh HaAyin
באר יעקב,1.0,0,8,3,8,10,2,0,0,0,0,0,0,Be'er Ya'akov
"בני עי""ש",3.0,0,0,2,0,0,0,0,0,0,0,0,0,sons of Aish
אזור,1.0,0,0,2,10,2,0,0,0,0,0,0,0,Area
שדרות,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Sderot
באר שבע,12.0,0,0,0,0,1,0,0,0,0,0,0,0,Beer Sheva
רחובות,9.0,0,0,0,0,1,0,0,0,0,0,0,0,streets
ירושלים,1.0,0,106,187,243,119,17,1,0,0,0,0,0,Jerusalem
בת ים,1.0,0,13,96,141,38,2,0,0,0,0,0,0,Bat Yam
בית שאן,4.0,0,0,0,61,48,0,0,0,0,0,0,0,Beit Shean
בית שמש,7.0,0,0,0,3,0,0,0,0,0,0,0,0,Beit Shemesh
עכו,8.0,0,0,0,0,4,0,0,0,0,0,0,0,Acre
טירת כרמל,3.0,0,7,33,30,10,2,0,0,0,0,0,0,Tirat Carmel
נוה זהר,1.0,0,0,1,3,0,0,0,0,0,0,0,0,Neve Zohar
ירוחם,3.0,0,1,47,72,10,0,0,0,0,0,0,0,Yeruham
פתחיה,0.0,0,0,0,0,0,1,0,0,0,0,0,0,its openings
אפרתה,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Ephrata
תל אביב -יפו,10.0,0,0,0,2,0,0,0,0,0,0,0,0,Tel Aviv Jaffa
אשדוד,2.0,0,5,212,111,34,3,0,0,0,0,0,0,Ashdod
פתח תקוה,2.0,0,1,61,114,28,2,0,0,0,0,0,0,Petah Tikva
איתמר,1.0,0,0,0,20,0,0,0,0,0,0,0,0,Itamar
ענב,1.0,0,0,0,16,0,0,0,0,0,0,0,0,grape
גדרה,2.0,0,0,0,2,1,0,0,0,0,0,0,0,a fence
כרמיאל,7.0,0,0,0,4,7,0,0,0,0,0,0,0,Carmiel
טירת כרמל,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Tirat Carmel
ירוחם,0.0,0,0,2,4,1,0,0,0,0,0,0,0,Yeruham
עכו,5.0,0,1,1,10,5,0,0,0,0,0,0,0,Acre
נשר,0.0,0,0,0,2,3,0,0,0,0,0,0,0,Nesher
אופקים,2.0,0,0,98,136,61,1,1,0,0,0,0,0,horizons
תל אביב -יפו,7.0,0,0,2,14,5,0,0,0,0,0,0,0,Tel Aviv Jaffa
קרית אתא,5.0,0,0,13,14,4,0,0,0,0,0,0,0,Kiryat Ata
אשדוד,5.0,0,0,0,24,26,4,0,0,0,0,0,0,Ashdod
תל אביב -יפו,13.0,0,0,0,0,2,0,0,0,0,0,0,0,Tel Aviv Jaffa
כרמיאל,4.0,0,0,6,82,5,0,0,0,0,0,0,0,Carmiel
יהוד,5.0,0,0,0,1,2,0,0,0,0,0,0,0,Yehud
נשר,6.0,0,0,1,2,1,0,0,0,0,0,0,0,Nesher
נוף הגליל,1.0,0,7,200,225,10,0,4,0,0,0,0,0,The view of the Galilee
קרית אתא,8.0,0,1,3,6,1,0,0,0,0,0,0,0,Kiryat Ata
נשר,3.0,0,2,15,23,3,0,0,0,0,0,0,0,Nesher
קרית עקרון,2.0,0,0,1,9,0,1,0,0,0,0,0,0,Kiryat Ekron
דימונה,1.0,0,38,289,314,61,9,3,0,1,0,0,0,Dimona
בית שמש,4.0,0,0,36,48,18,1,0,0,0,0,0,0,Beit Shemesh
ביתר עלית,4.0,0,0,0,5,0,0,0,0,0,0,0,0,Beitar Illit
רעננה,1.0,0,9,49,42,17,10,3,0,0,0,0,0,fresh
יהוד,2.0,0,0,4,14,4,3,0,0,0,0,0,0,Yehud
יהוד,8.0,0,0,0,1,0,0,0,0,0,0,0,0,Yehud
גבעתים,2.0,0,1,3,3,0,0,0,0,0,0,0,0,Givatayim
נוף הגליל,4.0,0,11,75,181,18,0,0,0,0,0,0,0,The view of the Galilee
דימונה,4.0,0,1,94,217,48,1,0,0,0,0,0,0,Dimona
שלומי,3.0,0,0,3,31,2,0,0,0,0,0,0,0,my peace
רעננה,4.0,0,0,7,6,7,0,0,0,0,0,0,0,fresh
נוב,1.0,0,0,0,8,0,0,0,0,0,0,0,0,Nov
מטולה,1.0,0,0,0,0,2,0,0,0,0,0,0,0,Matula
פתח תקוה,0.0,0,0,6,15,5,0,0,0,0,0,0,0,Petah Tikva
ירושלים,8.0,0,0,0,15,4,0,0,0,0,0,0,0,Jerusalem
פתח תקוה,6.0,0,0,0,6,4,0,0,0,0,0,0,0,Petah Tikva
ירושלים,2.0,0,27,109,231,113,13,0,0,0,0,0,0,Jerusalem
נתניה,3.0,0,12,42,90,33,1,0,0,0,0,0,0,Netanya
"דוב""ב",1.0,0,0,0,1,0,0,0,0,0,0,0,0,Dubb
כרמיאל,5.0,0,0,0,10,8,0,0,0,0,0,0,0,Carmiel
תל שבע,1.0,0,0,4,0,0,0,0,0,0,0,0,0,Tel Sheva
אבשלום,0.0,0,0,0,12,0,0,0,0,0,0,0,0,Absalom
תל אביב -יפו,12.0,0,0,0,1,0,0,0,0,0,0,0,0,Tel Aviv Jaffa
ערד,6.0,0,0,0,3,1,0,0,0,0,0,0,0,Arad
רחובות,13.0,0,0,0,0,2,0,0,0,0,0,0,0,streets
כחל,0.0,0,0,0,1,0,0,0,0,0,0,0,0,antimony
קרית שמונה,5.0,0,0,1,23,10,0,0,0,0,0,0,0,Kiryat Shmona
יקנעם עלית,3.0,0,0,15,6,5,0,0,0,0,0,0,0,Yakneam Alit
תל אביב -יפו,9.0,0,0,0,2,1,0,0,0,0,0,0,0,Tel Aviv Jaffa
ירושלים,5.0,0,1,17,45,22,1,1,0,0,0,0,0,Jerusalem
באר שבע,8.0,0,0,0,20,14,0,0,0,0,0,0,0,Beer Sheva
פתח תקוה,3.0,0,0,47,78,21,1,0,0,0,0,0,0,Petah Tikva
אלעד,3.0,0,0,0,1,3,1,0,0,0,0,0,0,Elad
אור יהודה,13.0,0,0,0,1,0,0,0,0,0,0,0,0,Or Yehuda
כרמיאל,8.0,0,0,2,3,9,0,0,0,0,0,0,0,Carmiel
קרית ביאליק,0.0,0,1,0,1,0,0,0,0,0,0,0,0,Kiryat Bialik
קרית ים,7.0,0,2,1,2,3,0,0,0,0,0,0,0,Kiryat Yam
יקנעם עלית,6.0,0,0,0,1,1,0,0,0,0,0,0,0,Yakneam Alit
קרית עקרון,3.0,0,0,2,5,2,0,0,0,0,0,0,0,Kiryat Ekron
עפולה,5.0,0,0,30,36,13,0,0,0,0,0,0,0,Afula
עכו,4.0,0,0,81,97,8,0,0,0,0,0,0,0,Acre
נשר,1.0,0,14,33,27,3,0,0,0,0,0,0,0,Nesher
בת ים,0.0,0,1,3,2,0,0,0,0,0,0,0,0,Bat Yam
קדימה-צורן,2.0,0,0,9,6,2,0,0,0,0,0,0,0,"Come on, Zoran"
קרית עקרון,0.0,0,0,1,0,0,1,0,0,0,0,0,0,Kiryat Ekron
יבנאל,1.0,0,0,3,6,1,0,0,0,0,0,0,0,Yavnal
תל אביב -יפו,6.0,0,0,0,30,14,0,0,0,0,0,0,0,Tel Aviv Jaffa
קרית ים,10.0,0,0,0,1,1,0,0,0,0,0,0,0,Kiryat Yam
עפולה,2.0,0,0,66,138,27,1,0,0,0,0,0,0,Afula
תל אביב -יפו,3.0,0,9,98,190,55,7,1,2,0,1,0,0,Tel Aviv Jaffa
נשר,7.0,0,0,3,2,0,0,0,0,0,0,0,0,Nesher
עכו,1.0,0,22,95,78,21,2,1,0,0,0,0,0,Acre
נשר,4.0,0,0,10,16,2,0,0,0,0,0,0,0,Nesher
נתניה,0.0,0,1,2,13,7,2,0,0,0,0,0,0,Netanya
גדרה,1.0,0,0,2,5,3,0,0,0,0,0,0,0,a fence
בת ים,3.0,0,10,41,79,14,3,0,0,0,0,0,0,Bat Yam
ביתר עלית,1.0,0,0,0,6,3,0,0,0,0,0,0,0,Beitar Illit
אילת,0.0,0,0,2,3,5,0,0,0,0,0,0,0,Eilat
בית שמש,1.0,0,15,61,104,29,2,1,0,0,0,0,0,Beit Shemesh
אשקלון,3.0,0,0,160,179,43,0,0,0,0,0,0,0,Ashkelon
באר יעקב,4.0,0,0,3,3,0,0,0,0,0,0,0,0,Be'er Ya'akov
דימונה,7.0,0,0,0,1,0,0,0,0,0,0,0,0,Dimona
קרית מוצקין,11.0,0,0,0,0,0,2,0,0,0,0,0,0,Kiryat Motzkin
זכרון יעקב,4.0,0,1,6,2,3,0,0,0,0,0,0,0,Zichron Yaakov
נתיבות,0.0,0,0,0,26,16,1,0,0,0,0,0,0,routes
קרית שמונה,4.0,0,0,13,68,31,1,0,0,0,0,0,0,Kiryat Shmona
קרית מלאכי,4.0,0,0,44,24,11,0,0,0,0,0,0,0,Kiryat Malachi
אלעד,4.0,0,0,0,2,2,0,0,0,0,0,0,0,Elad
חמרה,1.0,0,0,0,1,0,0,0,0,0,0,0,0,hardware
חולון,8.0,0,1,8,4,1,0,0,0,0,0,0,0,Holon
חולון,2.0,0,28,43,104,31,3,0,0,0,0,0,0,Holon
טבריה,1.0,0,13,76,109,43,2,12,4,0,0,1,0,Tiberias
אשקלון,6.0,0,0,7,12,4,0,0,0,0,0,0,0,Ashkelon
חדרה,8.0,0,0,0,2,5,0,0,0,0,0,0,0,Hadera
רמת השרון,1.0,0,12,16,34,12,6,0,0,0,0,0,0,Ramat Hasharon
אילת,3.0,0,0,13,42,4,0,0,0,0,0,0,0,Eilat
נתיבות,3.0,0,1,11,36,19,0,0,0,0,0,0,0,routes
טבריה,4.0,0,0,24,60,7,0,3,0,0,0,0,0,Tiberias
אשקלון,0.0,0,0,1,22,12,3,0,0,0,0,0,0,Ashkelon
מבשרת ציון,2.0,0,0,1,0,1,0,0,0,0,0,0,0,Mevaseret Zion
בני יהודה,1.0,0,0,0,5,0,0,0,0,0,0,0,0,Bnei Yehuda
קרית שמונה,1.0,0,8,18,125,94,3,1,0,7,0,0,0,Kiryat Shmona
קרית מוצקין,8.0,0,0,0,0,2,0,0,0,0,0,0,0,Kiryat Motzkin
קרית מוצקין,14.0,0,0,0,0,1,0,0,0,0,0,0,0,Kiryat Motzkin
קרית מלאכי,7.0,0,0,0,0,2,0,0,0,0,0,0,0,Kiryat Malachi
קרית שמונה,7.0,0,0,0,5,11,0,0,0,0,0,0,0,Kiryat Shmona
חדרה,5.0,0,0,0,2,1,0,0,0,0,0,0,0,Hadera
קרית מלאכי,10.0,0,0,0,0,1,0,0,0,0,0,0,0,Kiryat Malachi
אלעד,1.0,0,0,0,4,9,0,0,0,0,0,0,0,Elad
מזכרת בתיה,2.0,0,0,1,4,1,0,0,0,0,0,0,0,A souvenir of her house
אילת,6.0,0,0,0,2,2,0,0,0,0,0,0,0,Eilat
חולון,5.0,0,1,4,6,12,1,0,0,0,0,0,0,Holon
טלמון,1.0,0,0,0,3,0,0,0,0,0,0,0,0,Telmon
