Committee symbol,ballot id,settlement name,settlement ID,Ballot num,concentrate,Judge,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
99,99346,outer envelopes,9999,346.0,0,0,0,702,1,701,34,73,47,2,0,0,70,0,0,0,0,0,0,0,0,31,214,1,0,0,7,0,149,3,0,1,0,1,0,68
99,99347,outer envelopes,9999,347.0,0,0,0,705,3,702,37,59,42,0,0,0,79,0,0,0,0,0,0,0,0,20,210,0,0,0,2,0,149,1,1,0,0,0,0,102
99,99348,outer envelopes,9999,348.0,0,0,0,700,2,698,51,66,46,0,0,0,76,0,0,0,0,0,1,0,0,24,213,0,0,0,3,0,146,0,0,0,0,0,0,72
99,99349,outer envelopes,9999,349.0,0,0,0,702,4,698,46,47,24,0,0,0,61,0,0,0,0,0,0,0,0,31,213,0,0,0,6,1,185,1,0,0,0,0,0,83
99,99350,outer envelopes,9999,350.0,0,0,0,703,4,699,45,80,27,0,0,0,51,0,0,0,0,0,0,0,0,25,195,1,0,0,3,0,164,1,0,0,0,0,0,107
99,99351,outer envelopes,9999,351.0,0,0,0,700,7,693,34,28,138,1,0,0,77,0,0,0,0,0,0,1,0,12,229,0,0,0,7,0,100,1,1,0,0,0,1,63
99,99352,outer envelopes,9999,352.0,0,0,0,699,1,698,42,65,28,1,1,0,109,0,0,0,0,0,0,1,0,25,199,0,0,0,11,0,157,0,0,0,0,1,0,58
99,99353,outer envelopes,9999,353.0,0,0,0,697,8,689,31,108,21,0,0,0,55,0,0,0,0,0,0,0,0,16,188,2,0,0,7,0,139,0,0,0,0,0,0,122
99,99355,outer envelopes,9999,355.0,0,0,0,720,6,714,60,22,14,4,0,0,66,0,0,0,0,0,0,1,0,19,240,0,0,0,3,0,245,2,0,0,0,0,0,38
99,99356,outer envelopes,9999,356.0,0,0,0,699,3,696,29,154,22,1,0,0,82,0,0,0,0,1,0,1,0,11,170,0,0,0,6,0,103,0,2,0,0,0,0,114
99,99357,outer envelopes,9999,357.0,0,0,0,701,3,698,50,39,43,1,0,0,80,0,0,0,0,0,0,0,0,32,217,0,0,1,5,0,164,0,0,0,0,0,0,66
99,99358,outer envelopes,9999,358.0,0,0,0,700,5,695,31,65,25,0,0,0,103,0,0,0,0,0,0,0,0,10,244,0,0,0,18,0,91,0,0,0,0,0,0,108
99,99359,outer envelopes,9999,359.0,0,0,0,502,3,499,39,29,32,1,0,0,37,0,0,0,0,0,0,0,0,15,167,0,0,0,1,0,127,0,0,1,0,0,0,50
99,99360,outer envelopes,9999,360.0,0,0,0,499,2,497,32,20,15,0,0,0,64,0,0,0,0,0,0,0,0,23,182,0,0,0,2,0,106,0,1,0,0,0,0,52
99,99361,outer envelopes,9999,361.0,0,0,0,700,4,696,54,77,26,1,0,0,75,0,0,0,0,0,0,0,0,35,170,1,0,0,5,0,151,0,0,0,0,0,0,101
99,99362,outer envelopes,9999,362.0,0,0,0,700,2,698,43,48,2,0,0,0,59,0,0,0,0,0,0,0,1,21,272,1,0,0,8,0,177,1,2,0,0,0,0,63
99,99363,outer envelopes,9999,363.0,0,0,0,500,0,500,32,39,18,1,0,0,66,0,0,0,0,0,0,0,0,19,151,0,0,0,3,0,136,0,0,0,0,0,0,35
99,99364,outer envelopes,9999,364.0,0,0,0,500,2,498,46,38,67,2,0,0,38,1,0,0,0,0,0,0,0,12,115,0,0,0,2,0,108,0,0,0,0,0,0,69
99,99365,outer envelopes,9999,365.0,0,0,0,500,4,496,26,107,39,1,0,0,26,0,0,0,0,0,0,0,0,7,125,0,0,0,4,0,71,0,0,0,0,0,0,90
99,99366,outer envelopes,9999,366.0,0,0,0,499,3,496,23,55,41,0,0,0,46,0,0,0,0,0,0,0,0,8,141,0,0,0,5,0,109,0,0,0,0,0,0,68
99,99367,outer envelopes,9999,367.0,0,0,0,500,4,496,28,98,15,1,0,0,31,0,0,1,0,0,0,0,0,25,107,1,4,0,0,0,95,0,0,1,0,0,0,89
99,99368,outer envelopes,9999,368.0,0,0,0,506,10,496,34,82,18,1,0,0,40,0,0,0,0,0,0,0,0,6,130,0,0,0,4,0,88,0,0,0,0,0,0,93
99,99369,outer envelopes,9999,369.0,0,0,0,508,3,505,24,35,29,1,0,0,49,0,0,0,0,1,0,0,0,26,159,0,0,0,4,1,103,1,0,0,0,1,0,71
99,99370,outer envelopes,9999,370.0,0,0,0,500,3,497,20,31,22,1,0,0,67,0,0,0,0,0,0,0,1,12,180,1,0,0,4,0,82,0,1,0,0,0,0,75
99,99371,outer envelopes,9999,371.0,0,0,0,500,3,497,37,21,34,0,0,0,55,0,0,0,0,0,0,0,0,18,145,1,0,0,4,0,137,0,0,0,0,0,1,44
99,99372,outer envelopes,9999,372.0,0,0,0,505,6,499,49,35,41,0,0,0,24,0,0,0,0,0,0,0,0,11,127,2,0,0,3,0,152,1,0,0,0,0,0,54
99,99373,outer envelopes,9999,373.0,0,0,0,503,0,503,48,68,28,1,0,0,33,0,0,0,0,0,0,0,0,13,118,0,0,0,0,0,140,0,0,0,1,0,0,53
99,99374,outer envelopes,9999,374.0,0,0,0,501,5,496,20,63,41,1,1,0,47,0,0,0,0,0,0,0,0,17,146,0,0,0,6,0,95,1,0,0,0,0,0,58
99,99375,outer envelopes,9999,375.0,0,0,0,501,5,496,29,72,16,1,0,0,38,0,0,0,0,0,0,0,0,13,143,0,0,0,4,0,104,0,0,0,0,0,1,75
99,99376,outer envelopes,9999,376.0,0,0,0,500,3,497,28,76,20,1,0,0,45,0,0,0,0,1,0,0,0,15,149,0,0,0,2,0,86,0,0,0,0,0,0,74
99,99377,outer envelopes,9999,377.0,0,0,0,500,4,496,34,44,33,0,0,0,51,0,0,0,0,0,0,0,0,18,126,0,0,0,5,0,118,0,0,0,0,0,0,67
99,99378,outer envelopes,9999,378.0,0,0,0,500,6,494,39,25,36,2,0,0,53,0,0,0,0,0,0,0,0,17,142,1,0,0,8,0,123,2,0,0,0,0,0,46
99,99379,outer envelopes,9999,379.0,0,0,0,500,6,494,34,50,7,2,0,0,60,0,0,0,0,0,0,0,0,17,150,0,0,0,5,0,108,2,0,0,0,0,0,59
99,99380,outer envelopes,9999,380.0,0,0,0,504,1,503,26,32,25,0,0,0,40,0,0,0,0,0,0,0,0,16,157,0,1,0,7,0,137,0,0,0,0,0,0,62
99,99381,outer envelopes,9999,381.0,0,0,0,501,2,499,52,39,20,1,0,0,47,0,1,0,0,0,0,0,0,12,156,1,0,0,2,0,147,1,0,0,0,0,0,20
99,99382,outer envelopes,9999,382.0,0,0,0,505,2,503,33,28,34,1,0,0,57,0,0,0,0,0,0,0,0,21,154,0,0,0,4,0,103,0,1,0,0,0,0,67
99,99383,outer envelopes,9999,383.0,0,0,0,500,3,497,22,43,86,0,0,0,35,0,0,0,0,0,0,0,0,14,111,0,0,0,7,0,121,0,0,0,0,0,0,58
99,99384,outer envelopes,9999,384.0,0,0,0,504,6,498,31,28,13,2,0,0,67,0,0,0,0,0,0,0,0,17,164,1,0,0,3,0,138,0,0,1,0,0,0,33
99,99385,outer envelopes,9999,385.0,0,0,0,302,1,301,25,9,20,1,0,0,24,0,0,0,0,0,0,0,0,13,109,1,0,0,0,0,71,0,0,0,0,0,0,28
99,99386,outer envelopes,9999,386.0,0,0,0,509,2,507,24,60,26,2,0,0,57,0,0,0,0,0,0,0,0,9,166,0,0,0,1,0,92,0,0,0,0,0,0,70
99,99387,outer envelopes,9999,387.0,0,0,0,501,2,499,31,49,23,1,0,0,35,0,0,0,0,0,0,0,0,20,164,1,0,0,3,0,118,0,0,0,0,0,0,54
99,99388,outer envelopes,9999,388.0,0,0,0,512,3,509,39,59,23,0,0,0,46,0,0,0,0,0,0,0,0,11,136,0,0,0,3,0,109,0,0,0,0,0,0,83
99,99389,outer envelopes,9999,389.0,0,0,0,497,7,490,37,64,53,0,0,0,42,0,0,0,0,0,0,0,0,15,126,0,0,0,0,0,82,1,0,0,0,0,0,70
99,99390,outer envelopes,9999,390.0,0,0,0,500,3,497,24,37,40,0,0,0,39,0,0,0,0,0,0,0,0,16,153,2,0,0,2,0,125,1,0,0,0,0,0,58
99,99391,outer envelopes,9999,391.0,0,0,0,551,2,549,35,37,37,0,0,0,39,0,0,0,0,0,0,0,0,21,162,0,0,0,0,0,158,0,0,0,0,0,0,60
99,99392,outer envelopes,9999,392.0,0,0,0,501,3,498,31,40,25,1,0,0,61,0,0,0,0,0,1,0,1,16,135,0,0,0,2,0,135,1,0,0,0,1,0,48
99,99393,outer envelopes,9999,393.0,0,0,0,498,0,498,29,24,21,0,0,0,66,0,0,0,0,0,0,0,0,19,164,0,0,0,3,0,126,0,0,0,0,0,0,46
99,99394,outer envelopes,9999,394.0,0,0,0,502,3,499,39,38,17,2,0,0,64,0,0,0,0,0,0,1,0,12,147,1,0,0,5,0,110,0,0,0,0,0,0,63
99,99395,outer envelopes,9999,395.0,0,0,0,500,2,498,35,29,67,1,0,0,40,0,0,0,0,0,0,0,0,14,129,1,0,0,4,0,128,0,0,0,0,0,0,50
99,99396,outer envelopes,9999,396.0,0,0,0,506,1,505,19,37,17,0,0,0,61,0,0,0,0,0,1,0,0,12,187,0,0,0,6,0,113,0,0,0,0,0,0,52
99,99397,outer envelopes,9999,397.0,0,0,0,401,1,400,26,20,22,0,0,0,39,0,0,0,0,0,0,0,0,8,141,0,0,0,2,0,97,0,0,0,0,0,0,45
99,99398,outer envelopes,9999,398.0,0,0,0,501,4,497,24,36,28,0,0,0,57,0,0,0,0,0,0,0,0,16,173,1,0,0,3,0,91,1,0,0,0,0,0,67
99,99399,outer envelopes,9999,399.0,0,0,0,300,5,295,17,13,25,1,0,0,23,0,0,0,0,0,0,0,0,3,110,0,0,0,2,0,66,1,0,0,0,0,0,34
99,99400,outer envelopes,9999,400.0,0,0,0,498,2,496,27,23,17,0,0,0,67,0,0,0,0,0,0,0,0,19,150,0,0,0,5,0,122,0,0,0,0,0,0,66
99,99401,outer envelopes,9999,401.0,0,0,0,503,4,499,41,55,40,1,0,0,55,0,0,0,0,0,0,1,0,16,113,0,0,0,1,0,96,0,0,0,0,0,0,80
99,99402,outer envelopes,9999,402.0,0,0,0,502,4,498,31,65,49,0,0,0,57,0,0,0,0,0,0,0,0,10,114,0,0,0,5,0,101,1,0,0,0,0,0,65
99,99403,outer envelopes,9999,403.0,0,0,0,500,5,495,28,50,17,0,0,0,46,0,0,0,0,0,0,0,0,14,145,0,0,0,9,0,105,0,0,0,0,0,0,81
99,99404,outer envelopes,9999,404.0,0,0,0,499,1,498,27,36,22,1,0,0,54,0,0,0,0,0,0,0,0,20,167,1,0,0,7,0,119,0,0,1,0,0,0,43
99,99405,outer envelopes,9999,405.0,0,0,0,503,2,501,28,46,32,1,0,0,49,0,0,0,0,0,0,0,0,14,158,0,0,0,4,0,110,0,0,0,0,0,0,59
99,99406,outer envelopes,9999,406.0,0,0,0,300,3,297,21,28,22,0,0,0,20,0,0,0,0,0,0,0,0,17,71,0,0,0,2,0,80,0,0,0,0,1,0,35
99,99407,outer envelopes,9999,407.0,0,0,0,498,4,494,30,26,16,0,0,0,56,1,0,0,0,0,0,0,0,20,162,0,1,0,3,0,143,0,0,0,0,0,0,36
99,99408,outer envelopes,9999,408.0,0,0,0,285,1,284,25,10,9,1,0,0,25,0,0,0,0,0,0,0,0,10,85,1,0,0,1,0,105,0,0,0,0,0,0,12
99,99409,outer envelopes,9999,409.0,0,0,0,488,2,486,25,22,29,0,0,0,43,0,0,0,0,0,0,0,0,33,150,1,0,0,7,0,131,0,0,0,0,0,0,45
99,99410,outer envelopes,9999,410.0,0,0,0,500,4,496,21,42,9,1,0,0,98,0,0,0,0,0,0,0,2,10,151,1,0,0,5,0,98,1,0,0,0,0,0,57
99,99411,outer envelopes,9999,411.0,0,0,0,355,0,355,33,41,16,1,0,0,32,0,0,0,0,0,0,0,1,11,73,0,0,0,2,0,96,0,0,0,0,0,0,49
99,99412,outer envelopes,9999,412.0,0,0,0,289,2,287,25,7,22,0,0,0,27,0,0,0,0,0,0,0,0,5,88,0,0,0,1,0,91,0,0,0,0,0,0,21
99,99414,outer envelopes,9999,414.0,0,0,0,302,0,302,20,24,20,0,0,0,22,0,0,0,0,0,0,0,0,12,93,0,0,0,5,1,76,0,0,0,0,0,0,29
99,99415,outer envelopes,9999,415.0,0,0,0,300,3,297,22,34,14,0,0,0,24,0,0,0,0,0,0,0,0,4,74,0,0,0,2,0,60,2,0,0,0,0,0,61
99,99416,outer envelopes,9999,416.0,0,0,0,306,1,305,15,3,112,0,0,0,12,0,0,1,0,0,0,0,0,19,66,0,0,0,0,0,61,0,0,0,0,0,1,15
99,99417,outer envelopes,9999,417.0,0,0,0,302,2,300,29,5,21,0,0,0,24,0,0,0,0,0,0,0,0,12,90,0,0,0,3,0,94,0,0,0,0,0,0,22
99,99418,outer envelopes,9999,418.0,0,0,0,300,1,299,30,16,18,1,0,0,24,0,0,0,0,0,1,0,0,16,83,1,0,0,2,0,74,0,0,0,0,0,0,33
99,99419,outer envelopes,9999,419.0,0,0,0,300,1,299,33,7,27,2,0,0,15,0,0,0,0,0,0,0,0,13,81,0,0,0,3,0,92,1,0,0,1,0,0,24
99,99420,outer envelopes,9999,420.0,0,0,0,301,1,300,16,21,52,0,0,0,35,0,0,0,0,0,0,0,0,8,55,0,1,0,1,0,87,0,0,0,0,0,0,24
99,99421,outer envelopes,9999,421.0,0,0,0,300,2,298,34,11,18,1,0,0,27,0,0,0,0,0,0,0,0,10,70,0,0,0,1,0,99,0,0,0,0,0,1,26
99,99422,outer envelopes,9999,422.0,0,0,0,296,1,295,22,7,32,1,0,0,27,0,1,0,0,0,0,0,0,11,105,0,0,0,2,0,66,0,0,0,0,0,0,21
99,99423,outer envelopes,9999,423.0,0,0,0,300,2,298,27,20,23,1,0,0,39,0,0,0,0,0,0,0,0,11,80,0,0,0,2,0,71,0,0,0,0,0,0,24
99,99424,outer envelopes,9999,424.0,0,0,0,301,0,301,18,32,10,1,0,0,37,0,0,0,1,0,0,0,0,9,108,0,0,0,1,0,50,0,0,0,0,0,0,34
99,99425,outer envelopes,9999,425.0,0,0,0,299,1,298,26,8,22,0,0,0,26,0,0,0,0,0,0,0,0,12,88,0,0,0,3,0,89,0,0,1,0,0,0,23
99,99427,outer envelopes,9999,427.0,0,0,0,301,0,301,25,14,22,1,0,0,27,0,0,0,0,0,0,0,0,11,71,3,0,0,1,0,104,0,0,0,0,0,0,22
99,99428,outer envelopes,9999,428.0,0,0,0,300,5,295,11,24,54,0,0,0,21,0,0,0,0,0,0,0,0,9,68,0,0,0,1,1,66,1,0,0,0,0,0,39
99,99429,outer envelopes,9999,429.0,0,0,0,300,0,300,32,10,25,0,0,0,20,0,0,0,0,0,0,0,0,5,105,0,0,0,2,0,85,0,0,0,0,0,0,16
99,99430,outer envelopes,9999,430.0,0,0,0,301,0,301,27,14,25,1,0,0,22,0,0,0,0,0,0,0,0,9,83,2,0,0,1,0,86,0,0,0,0,0,0,31
99,99431,outer envelopes,9999,431.0,0,0,0,301,3,298,25,20,18,1,0,0,23,0,0,0,0,0,0,0,0,11,66,0,0,0,3,0,110,0,0,1,0,0,1,19
99,99451,outer envelopes,9999,451.0,0,0,0,300,2,298,36,4,37,0,0,0,15,0,0,0,0,0,0,0,0,9,80,0,0,0,2,0,104,0,0,0,0,0,0,11
99,99452,outer envelopes,9999,452.0,0,0,0,298,2,296,40,7,22,3,0,0,15,0,0,0,1,0,0,0,0,5,74,0,1,0,0,0,114,0,0,0,0,0,0,14
99,99453,outer envelopes,9999,453.0,0,0,0,301,1,300,39,4,21,1,0,0,21,0,0,1,0,0,0,0,0,6,81,0,0,0,0,1,107,0,0,0,0,0,0,18
99,99454,outer envelopes,9999,454.0,0,0,0,300,0,300,37,9,42,0,0,0,12,0,0,0,0,0,0,0,0,20,65,0,0,0,0,0,104,1,0,0,0,0,0,10
99,99455,outer envelopes,9999,455.0,0,0,0,300,1,299,44,14,12,0,1,0,17,0,0,0,0,0,0,0,0,13,61,0,0,0,1,0,108,1,0,0,0,0,0,27
99,99456,outer envelopes,9999,456.0,0,0,0,300,2,298,25,8,18,0,0,0,16,0,0,0,0,0,0,0,0,11,101,0,0,0,2,0,89,0,0,0,0,0,0,28
99,99457,outer envelopes,9999,457.0,0,0,0,301,0,301,37,8,21,1,0,0,28,0,0,0,0,0,0,0,0,9,76,0,0,0,1,0,95,1,0,0,1,0,0,23
99,99458,outer envelopes,9999,458.0,0,0,0,280,2,278,33,11,6,2,0,0,15,0,0,0,0,0,0,0,0,6,83,0,0,0,0,1,108,1,0,0,0,0,0,12
99,99459,outer envelopes,9999,459.0,0,0,0,300,3,297,16,13,66,1,0,0,19,0,0,0,0,0,0,0,0,13,64,1,0,0,4,0,67,1,0,1,0,0,0,31
99,99460,outer envelopes,9999,460.0,0,0,0,300,1,299,23,8,22,0,0,0,23,0,0,0,0,0,0,0,0,10,91,0,1,0,1,0,100,0,0,1,0,0,0,19
99,99461,outer envelopes,9999,461.0,0,0,0,300,2,298,43,4,23,0,0,0,18,0,0,0,0,0,0,0,0,10,70,1,0,0,0,0,113,0,0,0,0,0,0,16
99,99462,outer envelopes,9999,462.0,0,0,0,304,3,301,19,15,57,2,0,0,27,0,0,1,0,0,0,0,0,12,80,0,0,0,1,0,61,0,0,0,1,0,0,25
99,99463,outer envelopes,9999,463.0,0,0,0,301,2,299,12,9,31,1,0,0,28,0,0,0,0,0,0,0,0,24,83,0,0,0,3,0,78,1,0,1,0,0,0,28
99,99464,outer envelopes,9999,464.0,0,0,0,300,1,299,25,22,39,1,0,0,26,0,0,0,0,0,0,0,0,9,62,1,0,0,1,0,80,0,0,0,0,0,0,33
99,99465,outer envelopes,9999,465.0,0,0,0,299,4,295,13,16,21,0,0,0,21,0,0,0,0,0,0,0,0,12,87,0,0,0,1,0,65,0,0,0,0,0,0,59
99,99466,outer envelopes,9999,466.0,0,0,0,300,4,296,38,4,29,1,0,0,20,0,0,0,0,0,0,0,0,7,65,1,0,0,0,0,120,0,0,0,0,0,0,11
99,99467,outer envelopes,9999,467.0,0,0,0,352,3,349,18,13,39,1,0,0,32,0,0,0,0,0,0,0,0,6,134,0,0,0,6,1,61,0,0,0,0,0,0,38
99,99468,outer envelopes,9999,468.0,0,1,0,300,2,298,26,9,38,1,0,0,21,0,0,0,0,0,0,0,0,9,86,0,0,0,2,0,94,1,0,0,0,0,1,10
99,99469,outer envelopes,9999,469.0,0,0,0,201,1,200,20,5,7,0,0,0,18,0,0,0,0,0,0,0,0,6,60,1,0,0,0,0,75,0,0,0,0,0,0,8
99,99470,outer envelopes,9999,470.0,0,0,0,203,2,201,22,13,13,2,0,0,6,0,0,0,0,0,0,0,0,11,45,0,0,0,0,0,78,1,0,0,0,0,1,9
99,99518,outer envelopes,9999,518.0,0,0,0,300,2,298,19,11,32,1,0,0,26,0,0,0,0,0,0,0,0,9,104,0,0,0,0,0,84,1,0,0,0,0,0,11
99,99551,outer envelopes,9999,551.0,0,0,0,690,2,688,34,46,51,0,0,0,59,0,1,0,0,0,0,0,0,33,240,0,0,0,10,0,142,0,0,0,0,0,0,72
99,99552,outer envelopes,9999,552.0,0,0,0,700,13,687,25,33,38,0,0,0,65,0,1,0,0,0,0,0,0,22,246,2,0,0,2,0,197,5,0,0,0,0,0,51
99,99553,outer envelopes,9999,553.0,0,0,0,696,3,693,37,49,11,0,0,0,92,0,0,0,0,0,0,1,0,14,227,0,0,0,5,0,170,0,0,0,0,0,0,87
99,99554,outer envelopes,9999,554.0,0,0,0,700,3,697,45,4,0,3,0,0,73,0,0,0,0,0,0,0,0,21,271,0,0,0,6,0,261,0,0,0,0,0,0,13
99,99555,outer envelopes,9999,555.0,0,0,0,699,1,698,73,63,40,1,0,0,72,0,0,0,0,0,0,1,0,21,187,2,0,0,8,0,156,0,0,0,0,0,0,74
99,99556,outer envelopes,9999,556.0,0,0,0,700,6,694,61,43,35,0,0,0,75,0,0,0,0,0,0,0,1,23,222,0,0,0,6,0,166,0,0,0,0,0,1,61
99,99557,outer envelopes,9999,557.0,0,0,0,704,6,698,41,74,42,3,0,0,86,0,0,0,0,0,1,0,0,15,199,0,0,0,4,0,132,2,0,0,0,0,1,98
99,99558,outer envelopes,9999,558.0,0,0,0,701,3,698,41,49,37,1,0,0,55,0,0,0,0,0,0,0,0,24,219,0,0,0,5,0,185,2,0,0,0,0,0,80
99,99559,outer envelopes,9999,559.0,0,0,0,699,6,693,61,42,43,2,0,0,37,0,0,0,0,0,0,0,0,27,199,0,1,0,5,0,202,0,0,0,0,1,0,73
99,99560,outer envelopes,9999,560.0,0,0,0,703,8,695,58,2,7,3,0,0,63,0,0,0,0,0,0,0,0,31,232,1,0,0,1,0,282,3,0,0,0,0,0,12
99,99561,outer envelopes,9999,561.0,0,0,0,701,3,698,69,0,0,1,0,0,81,0,0,0,1,0,0,0,0,35,230,0,0,0,0,0,268,1,0,0,0,0,0,12
99,99562,outer envelopes,9999,562.0,0,0,0,691,6,685,61,41,63,2,0,0,46,0,0,0,0,0,0,0,0,17,185,1,0,0,3,0,212,0,0,1,0,1,0,52
99,99563,outer envelopes,9999,563.0,0,0,0,710,7,703,69,6,4,1,0,0,60,0,0,0,0,0,0,0,0,20,262,0,0,0,0,0,270,1,0,0,0,0,0,10
99,99564,outer envelopes,9999,564.0,0,0,0,690,4,686,32,6,8,0,0,0,70,0,0,0,1,0,0,0,0,34,303,0,0,0,4,0,194,3,0,0,0,0,0,31
99,99565,outer envelopes,9999,565.0,0,0,0,705,8,697,43,69,40,1,0,0,52,0,0,0,0,0,0,0,0,12,171,2,0,0,3,0,195,1,0,0,0,0,1,107
99,99566,outer envelopes,9999,566.0,0,0,0,704,4,700,38,43,74,1,0,0,74,0,0,0,0,0,0,0,0,39,190,1,0,0,1,0,162,0,0,0,0,0,0,77
99,99567,outer envelopes,9999,567.0,0,0,0,700,7,693,47,8,14,0,0,0,76,0,0,0,0,0,1,0,1,23,280,0,0,0,5,0,211,6,0,1,0,0,0,20
99,99568,outer envelopes,9999,568.0,0,0,0,700,5,695,44,2,0,3,0,0,68,0,0,0,0,0,0,0,0,37,269,2,0,0,3,1,242,4,1,0,0,1,0,18
99,99569,outer envelopes,9999,569.0,0,0,0,703,4,699,53,3,1,3,0,0,54,0,1,0,0,0,0,0,0,39,266,1,1,0,2,0,257,1,0,0,0,0,0,17
99,99570,outer envelopes,9999,570.0,0,0,0,700,5,695,35,29,18,0,0,0,63,0,0,0,0,0,0,0,0,33,265,0,0,0,5,0,187,0,0,0,0,0,0,60
99,99571,outer envelopes,9999,571.0,0,0,0,706,0,706,46,86,52,1,0,0,43,0,0,0,0,0,0,0,0,24,190,0,0,0,6,0,181,0,1,0,0,0,1,75
99,99572,outer envelopes,9999,572.0,0,0,0,703,4,699,81,3,2,3,0,0,48,0,0,0,0,0,0,0,0,30,230,0,0,0,0,0,272,1,0,0,0,0,1,28
99,99573,outer envelopes,9999,573.0,0,0,0,701,6,695,59,3,0,3,0,0,47,0,1,0,0,0,0,0,0,22,294,2,0,0,3,0,228,2,0,0,0,0,0,31
99,99574,outer envelopes,9999,574.0,0,0,0,700,9,691,54,2,5,2,0,0,89,1,0,0,0,0,0,0,0,24,266,0,0,0,4,0,218,2,0,0,0,0,0,24
99,99575,outer envelopes,9999,575.0,0,0,0,712,8,704,52,2,1,1,0,0,45,0,0,0,0,0,0,0,0,24,242,1,0,0,2,0,311,2,0,0,0,0,0,21
99,99576,outer envelopes,9999,576.0,0,0,0,680,4,676,59,7,4,4,0,0,67,0,0,0,0,0,0,0,0,20,278,0,2,0,0,0,218,0,0,0,0,0,0,17
99,99577,outer envelopes,9999,577.0,0,0,0,702,5,697,53,1,3,1,0,0,51,0,0,0,0,0,0,0,0,41,272,1,1,0,4,0,245,0,0,0,0,0,0,24
99,99578,outer envelopes,9999,578.0,0,0,0,700,4,696,48,3,1,2,0,0,78,0,0,0,0,0,0,0,0,28,215,0,0,0,0,0,304,1,0,0,0,0,0,16
99,99579,outer envelopes,9999,579.0,0,0,0,700,16,684,39,2,2,3,0,0,54,0,0,0,0,0,0,0,0,30,288,1,0,0,4,0,240,4,0,0,0,0,0,17
99,99580,outer envelopes,9999,580.0,0,0,0,700,3,697,62,2,1,1,0,0,52,0,0,0,0,0,0,0,0,26,267,0,0,0,1,0,256,2,0,0,0,0,0,27
99,99581,outer envelopes,9999,581.0,0,0,0,702,5,697,43,0,2,0,0,0,75,0,0,0,0,0,0,0,0,24,280,0,0,0,1,0,257,2,0,0,0,0,0,13
99,99582,outer envelopes,9999,582.0,0,0,0,703,9,694,37,1,2,0,0,0,53,0,0,0,0,0,0,0,0,34,271,0,0,0,2,0,256,1,0,0,0,1,0,36
99,99583,outer envelopes,9999,583.0,0,0,0,281,1,280,35,7,16,1,0,0,15,0,0,0,0,0,0,0,0,11,77,0,0,0,1,0,89,0,0,0,0,0,0,28
99,99584,outer envelopes,9999,584.0,0,0,0,335,0,335,41,14,28,0,0,0,22,0,0,0,0,0,0,0,0,12,78,0,0,0,1,0,109,0,0,0,0,0,0,30
99,99585,outer envelopes,9999,585.0,0,0,0,686,1,685,71,31,34,0,0,0,47,0,0,0,0,0,0,0,0,27,181,1,0,0,1,0,252,1,0,1,0,0,0,38
99,99586,outer envelopes,9999,586.0,0,0,0,702,2,700,65,54,57,0,0,0,50,0,0,0,0,0,0,0,0,19,177,0,0,0,2,0,228,0,0,0,0,0,0,48
99,99587,outer envelopes,9999,587.0,0,0,0,300,0,300,31,17,19,0,0,0,16,0,0,0,0,0,0,1,0,11,73,0,0,0,1,0,112,0,0,0,0,0,0,19
99,99588,outer envelopes,9999,588.0,0,0,0,301,0,301,55,5,21,1,0,0,18,0,0,0,0,0,0,0,0,9,64,1,0,0,0,0,117,0,0,0,0,0,0,10
99,99589,outer envelopes,9999,589.0,0,0,0,304,3,301,38,5,13,0,0,0,19,0,0,0,0,0,0,0,0,9,94,0,0,0,2,0,105,0,0,0,0,0,0,16
99,99590,outer envelopes,9999,590.0,0,0,0,350,1,349,27,20,26,1,0,0,28,0,0,0,0,0,0,0,0,14,107,0,0,0,1,1,88,0,0,0,0,0,0,36
99,99591,outer envelopes,9999,591.0,0,0,0,346,1,345,26,24,25,0,0,0,20,0,0,0,0,0,0,1,0,15,115,0,1,0,2,0,71,1,0,0,0,0,0,44
99,99592,outer envelopes,9999,592.0,0,0,0,350,3,347,35,5,12,0,0,0,19,0,0,0,0,0,0,0,0,22,87,0,0,0,3,0,147,0,0,0,0,0,0,17
99,99593,outer envelopes,9999,593.0,0,0,0,351,4,347,27,15,14,0,0,0,25,0,0,1,0,0,0,0,0,21,118,0,0,0,0,0,91,0,0,0,0,0,0,35
99,99594,outer envelopes,9999,594.0,0,0,0,352,0,352,16,11,22,0,1,0,22,0,0,0,0,0,0,0,0,13,134,1,0,0,3,0,94,0,0,0,0,0,0,35
99,99595,outer envelopes,9999,595.0,0,0,0,351,4,347,16,15,32,1,0,0,24,0,0,0,0,0,0,0,0,10,123,0,0,0,6,0,73,0,0,0,0,0,0,47
99,99596,outer envelopes,9999,596.0,0,0,0,355,2,353,25,11,10,0,0,0,22,0,0,0,0,0,0,0,0,7,109,1,0,0,2,0,140,0,0,0,0,0,0,26
99,99597,outer envelopes,9999,597.0,0,0,0,348,3,345,26,7,37,0,0,0,27,0,0,0,0,0,0,0,0,15,105,0,0,0,5,0,108,0,0,0,0,0,0,15
99,99598,outer envelopes,9999,598.0,0,0,0,342,7,335,42,9,29,0,0,0,26,0,0,0,0,0,0,0,0,7,73,0,0,0,0,0,126,0,0,0,0,0,0,23
