settlement name,settlement ID,Ballot num,BZB,Voters,Rejected,Accepted,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
Nazareth Illit,1061,40.0,708,457,9,448,6,2,2,8,34,0,0,0,0,6,0,0,0,0,21,0,175,135,4,5,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Nazareth Illit,1061,41.0,530,341,4,337,6,0,7,12,14,0,0,0,0,8,0,0,0,0,16,0,45,144,3,1,0,0,0,7,0,0,0,69,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
Nazareth Illit,1061,42.0,590,400,3,397,14,1,0,15,10,0,0,0,2,5,0,0,0,0,14,0,64,153,6,6,1,0,0,8,9,0,0,83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
Nazareth Illit,1061,43.0,620,337,6,331,17,2,0,1,17,0,0,0,0,24,0,0,0,0,12,0,34,140,7,5,0,0,1,11,2,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0,2,0,6
Nazareth Illit,1061,44.0,683,369,13,356,2,2,0,4,24,0,0,0,1,24,0,0,0,0,8,0,41,161,3,5,2,0,0,2,1,0,0,53,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20
Nazareth Illit,1061,45.0,505,265,6,259,5,3,0,4,12,0,0,0,0,28,0,0,0,0,9,0,32,101,2,3,0,0,0,5,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
Nazareth Illit,1061,46.0,598,367,3,364,15,2,7,10,15,2,0,0,0,13,0,0,0,0,11,0,36,133,11,5,1,0,0,3,0,0,0,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
Nazareth Illit,1061,47.0,465,338,1,337,9,2,17,85,2,0,0,0,0,8,0,0,0,0,6,0,9,84,16,3,0,0,0,11,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Nazareth Illit,1061,48.0,410,182,7,175,3,0,3,11,9,0,0,0,0,0,0,0,0,0,6,0,35,69,4,2,0,0,2,3,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Nazareth Illit,1061,49.0,482,304,7,297,2,1,0,20,20,0,0,0,0,5,0,0,2,0,16,0,53,112,3,2,2,0,0,1,2,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0,2,0,6
Nazareth Illit,1061,50.0,544,372,2,370,9,1,1,41,18,0,0,0,1,6,0,0,1,0,8,0,92,122,19,8,0,0,0,3,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
Nazareth Illit,1061,51.0,693,351,7,344,2,5,0,17,14,0,0,0,0,10,0,0,0,0,13,0,88,117,5,2,0,0,2,1,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
Nazareth Illit,1061,52.0,514,259,6,253,3,1,4,15,6,0,0,0,0,7,0,0,2,0,3,0,102,70,1,3,0,0,0,0,1,0,0,31,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Nazareth Illit,1061,55.0,652,418,5,413,4,1,14,54,20,0,0,0,0,2,1,0,0,0,16,0,74,110,16,4,0,0,3,4,3,0,0,77,0,0,2,0,0,0,0,0,0,1,0,1,0,0,6
Nazareth Illit,1061,56.0,598,373,0,373,1,1,19,97,9,0,0,0,0,10,0,0,1,0,11,0,51,104,16,7,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nazareth Illit,1061,57.0,661,365,2,363,3,4,3,15,15,0,1,0,0,4,0,0,0,0,14,0,124,119,6,9,0,0,0,4,2,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
Nazareth Illit,1061,58.0,655,350,10,340,3,2,7,48,15,0,0,0,0,6,0,0,0,0,15,0,93,91,17,5,0,0,0,3,1,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Nazareth Illit,1061,59.0,406,207,2,205,2,0,4,13,8,0,0,0,0,2,0,0,1,0,6,1,41,93,2,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Nazareth Illit,1061,60.0,359,316,8,308,0,238,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
Nazareth Illit,1061,70.0,609,353,1,352,9,0,13,41,23,0,0,0,0,7,0,0,0,0,14,0,74,89,2,9,2,0,0,6,2,0,0,58,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Nazareth Illit,1061,71.0,680,431,12,419,2,1,10,62,15,0,0,0,0,0,0,0,0,0,14,0,125,112,16,1,0,0,0,1,2,0,0,53,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0
Nazareth Illit,1061,72.0,698,387,3,384,9,1,10,71,13,0,0,0,1,2,1,0,0,0,12,0,96,99,6,5,0,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nazareth Illit,1061,73.0,725,422,7,415,6,0,3,32,28,0,0,0,0,1,0,0,0,0,9,0,137,110,6,4,1,0,0,3,2,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
Nazareth Illit,1061,74.0,674,393,11,382,6,2,22,49,22,0,0,0,0,3,0,0,0,0,15,0,88,109,3,1,0,0,4,3,2,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazareth Illit,1061,75.0,665,377,2,375,8,0,9,33,23,0,0,0,0,2,0,0,0,0,14,0,96,134,10,2,1,0,0,2,0,0,0,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nazareth Illit,1061,76.0,632,417,11,406,4,0,17,92,12,0,0,0,0,5,1,0,0,0,9,0,84,85,21,3,0,0,1,1,1,0,0,67,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Nazareth Illit,1061,951.0,695,438,3,435,5,0,9,56,26,0,0,0,1,2,0,0,1,0,16,0,69,153,12,5,1,0,0,2,2,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Nesher,2500,1.0,562,356,2,354,18,0,0,0,17,0,0,0,0,6,0,0,0,0,19,0,20,84,9,8,0,0,0,12,0,0,0,148,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11
Nesher,2500,2.0,546,365,3,362,20,0,0,0,11,0,0,0,1,7,2,0,0,0,12,0,23,110,7,7,0,0,1,6,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Nesher,2500,3.0,602,372,1,371,14,3,0,0,6,1,0,0,0,16,0,0,0,0,18,0,36,146,4,5,0,0,0,9,0,0,0,70,0,0,0,0,0,2,0,0,0,1,0,0,0,0,40
Nesher,2500,4.0,509,278,1,277,8,0,0,0,11,0,0,0,0,5,0,0,0,0,13,0,67,78,2,6,0,0,0,1,2,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nesher,2500,5.0,429,228,6,222,1,3,0,0,6,0,0,0,0,4,0,0,0,0,6,0,42,116,0,1,1,0,0,1,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
Nesher,2500,6.0,661,412,6,406,3,3,0,1,4,0,0,0,0,5,0,0,0,0,20,0,40,197,3,0,0,0,1,8,0,0,0,72,1,0,0,0,0,2,0,0,1,0,0,0,0,0,45
Nesher,2500,7.0,654,408,4,404,13,15,0,0,7,0,0,0,0,8,0,0,0,0,27,0,49,168,3,2,0,0,0,4,1,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Nesher,2500,8.0,542,287,5,282,5,4,0,0,4,0,0,0,0,5,0,0,0,0,17,0,26,130,4,4,0,0,0,6,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28
Nesher,2500,10.0,519,247,0,247,6,2,0,1,12,1,0,0,0,1,0,0,0,0,13,0,56,80,9,5,0,0,0,2,4,0,0,43,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9
Nesher,2500,11.0,564,310,1,309,6,3,4,4,5,0,0,0,0,1,0,0,0,0,17,0,86,94,8,5,0,0,0,4,1,0,0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Nesher,2500,12.0,367,182,1,181,6,1,0,2,8,0,0,0,0,2,0,0,0,0,14,0,36,67,4,2,0,0,0,5,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
Nesher,2500,13.0,476,247,2,245,9,1,0,1,16,0,0,0,0,3,0,0,0,0,18,0,48,73,7,4,1,0,0,5,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nesher,2500,14.0,505,246,1,245,15,1,1,2,9,1,0,0,2,4,0,0,0,0,6,0,14,86,8,9,0,0,0,5,0,0,0,76,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
Nesher,2500,16.0,635,389,3,386,5,3,0,0,12,0,0,0,0,1,1,0,0,0,28,0,47,165,7,10,3,0,0,6,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nesher,2500,19.0,684,457,4,453,10,1,0,0,12,0,0,0,0,4,0,0,0,0,36,0,45,183,2,13,0,0,0,3,1,0,0,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
Nesher,2500,20.0,542,363,3,360,23,0,0,0,8,0,0,0,0,2,0,0,0,0,39,0,20,134,0,2,0,0,0,13,0,0,0,103,0,1,0,0,0,2,0,0,0,1,0,0,0,0,12
Nesher,2500,21.0,645,431,6,425,13,2,0,0,7,0,0,0,0,1,0,0,0,0,48,0,112,127,13,7,0,0,0,4,1,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
Nesher,2500,22.0,638,466,4,462,7,2,0,4,20,0,0,0,0,2,0,0,0,0,37,0,27,212,3,13,1,0,0,11,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Nesher,2500,23.0,680,495,2,493,28,2,0,0,23,0,0,0,0,0,0,0,0,0,37,1,27,163,6,8,0,0,0,8,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Nesher,2500,24.0,525,272,0,272,13,0,1,2,13,0,0,0,0,1,0,0,0,0,15,0,29,59,13,5,0,0,0,10,3,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nesher,2500,25.0,567,374,1,373,15,2,0,1,9,1,0,0,0,1,0,0,0,0,17,0,77,123,10,4,0,0,0,5,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nesher,2500,26.0,638,493,0,493,35,1,1,0,14,0,0,0,0,0,0,0,0,0,37,0,44,140,9,8,0,0,0,12,1,0,0,185,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
Nesher,2500,27.0,623,462,2,460,19,4,0,0,19,0,0,0,1,3,0,1,0,0,39,0,15,178,7,9,0,0,0,14,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Nesher,2500,28.0,745,521,4,517,20,0,0,0,20,0,0,0,0,4,0,0,0,0,40,0,55,200,7,10,0,0,0,9,0,0,0,139,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9
Nesher,2500,29.0,599,459,1,458,16,0,0,0,12,0,0,0,0,7,0,0,0,0,38,0,15,155,10,8,0,0,1,14,1,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Nesher,2500,30.0,616,428,0,428,25,0,0,3,21,0,0,0,0,2,0,0,0,0,30,0,26,137,9,9,0,0,2,15,0,0,0,140,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
Nesher,2500,31.0,629,446,2,444,15,1,0,0,16,0,0,0,0,3,0,0,0,0,27,0,26,111,10,7,0,0,0,11,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Nesher,2500,32.1,498,235,4,231,5,0,1,0,6,0,0,0,0,1,0,0,0,0,5,0,74,82,0,2,0,0,0,4,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Nesher,2500,32.2,497,226,4,222,7,3,0,0,9,0,0,0,0,0,0,0,0,1,8,0,82,51,6,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
Nesher,2500,33.0,651,456,2,454,25,3,0,2,23,1,0,0,0,4,0,0,0,0,39,0,35,147,10,5,0,0,0,9,0,0,0,143,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5
Nesher,2500,34.0,667,378,1,377,10,2,0,1,21,1,0,0,0,2,0,0,0,0,25,0,59,144,3,6,1,0,0,10,3,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
Nesher,2500,35.0,382,320,1,319,22,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,9,82,18,3,0,0,0,3,0,0,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nesher,2500,36.0,398,328,2,326,23,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,10,54,8,11,0,0,0,6,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nesher,2500,37.0,785,664,0,664,32,1,0,0,23,0,0,0,0,2,0,0,0,0,53,0,37,202,11,17,2,0,0,15,2,0,0,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
The battalion route,3555,1.0,154,107,0,107,1,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,36,4,6,0,0,0,4,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The path of the Lord,693,1.0,448,346,1,345,105,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,14,39,5,0,0,0,7,0,0,0,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Enrichment path,1242,1.0,657,526,3,523,48,0,0,2,13,0,0,0,0,8,0,0,0,0,22,0,1,82,16,44,0,0,0,28,1,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the convoy route,792,1.0,416,315,2,313,30,0,0,0,9,0,0,0,1,0,0,0,0,0,23,0,1,116,3,7,0,0,0,14,0,0,0,100,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5
routes,246,1.0,685,455,0,455,1,33,0,0,14,0,0,0,0,23,0,0,0,0,11,0,45,140,0,7,0,0,0,2,2,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,164
routes,246,2.0,600,459,4,455,2,61,0,0,11,0,0,0,1,22,0,0,0,0,15,0,7,177,1,12,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
routes,246,3.0,559,380,4,376,4,29,0,0,6,0,0,0,0,20,0,0,0,0,16,0,29,166,1,9,0,0,0,4,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81
routes,246,4.0,570,365,7,358,4,25,0,0,11,0,0,0,0,15,0,0,0,0,10,0,37,116,0,6,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
routes,246,5.0,591,396,3,393,1,29,0,0,13,0,0,0,0,18,0,0,0,0,8,0,34,153,1,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112
routes,246,6.0,670,433,7,426,2,42,0,0,11,0,0,0,0,21,0,0,0,0,12,0,32,153,0,6,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134
routes,246,7.0,461,340,2,338,4,18,0,0,4,0,0,0,0,11,0,0,0,0,16,0,1,138,0,11,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
routes,246,8.0,401,314,3,311,1,61,0,0,1,0,0,0,0,14,0,1,0,0,7,0,0,83,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
routes,246,9.0,698,584,3,581,1,238,0,0,11,0,0,0,0,11,0,0,0,0,4,0,0,21,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
routes,246,10.0,379,275,2,273,2,17,0,1,10,0,0,0,0,14,0,0,0,0,22,0,8,122,1,13,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
routes,246,11.0,437,243,2,241,9,4,2,0,18,0,0,0,0,15,0,0,0,0,6,0,19,106,3,6,0,0,1,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
routes,246,12.1,411,323,4,319,0,7,0,0,10,0,0,0,1,18,0,0,0,0,18,0,33,126,0,18,1,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72
routes,246,12.2,398,277,4,273,2,7,0,0,11,0,0,0,0,14,0,0,0,0,4,0,29,127,1,10,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,42
routes,246,13.0,665,431,5,426,3,7,0,0,20,0,2,0,0,6,0,0,0,0,13,1,71,212,0,8,1,0,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44
routes,246,14.0,739,564,6,558,3,70,0,0,10,0,0,0,0,10,0,0,0,0,4,0,59,82,0,4,0,0,0,2,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303
routes,246,15.0,523,412,3,409,3,45,0,0,11,0,0,0,0,22,0,0,0,0,11,0,11,153,3,13,0,0,0,4,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119
routes,246,16.0,615,421,4,417,5,9,0,0,13,0,0,0,1,34,0,0,0,0,25,0,21,218,0,9,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,62
routes,246,17.0,658,547,1,546,3,40,0,0,5,0,0,0,0,49,0,0,0,0,10,0,3,167,1,15,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
routes,246,18.0,641,414,2,412,1,27,0,0,9,0,0,0,0,21,0,0,0,0,3,0,28,147,0,9,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154
routes,246,19.0,572,385,4,381,3,20,0,0,21,0,0,0,1,14,0,0,0,0,15,0,21,188,0,10,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62
routes,246,20.0,763,593,7,586,1,65,0,0,12,0,0,0,2,4,0,0,0,0,8,0,108,127,0,10,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
routes,246,21.1,405,315,0,315,0,8,0,0,8,0,0,0,1,21,0,0,0,0,13,0,4,137,0,21,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
routes,246,21.2,402,330,3,327,1,22,0,0,15,0,0,0,1,14,0,0,0,0,15,0,10,108,1,13,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112
routes,246,22.0,700,558,3,555,2,54,0,0,15,0,0,0,0,18,0,0,0,0,10,0,16,118,1,11,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
routes,246,23.0,785,713,7,706,0,205,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
routes,246,24.0,777,663,0,663,3,136,0,0,8,0,0,0,0,14,0,0,0,0,9,0,2,88,1,14,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
routes,246,25.0,671,462,0,462,2,8,1,0,24,0,0,0,0,19,0,0,0,0,13,0,40,277,1,8,0,0,0,2,1,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46
routes,246,26.0,718,567,2,565,7,21,1,0,21,0,0,0,0,42,0,0,0,0,29,0,23,271,0,26,2,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93
routes,246,27.0,640,507,4,503,3,28,0,0,9,0,0,0,2,36,0,0,0,0,15,0,17,211,0,18,0,0,0,3,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136
routes,246,28.0,638,475,2,473,4,32,1,0,16,0,0,0,2,32,0,0,0,0,20,0,32,174,0,17,0,0,0,3,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,123
routes,246,30.0,712,601,0,601,1,265,0,0,2,0,0,0,1,13,0,0,0,0,3,0,2,22,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
routes,246,31.0,635,407,10,397,2,8,0,0,11,0,0,0,0,13,2,0,0,0,16,0,131,141,1,8,0,0,0,5,3,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31
routes,246,32.0,562,444,2,442,3,23,0,0,8,0,0,0,0,24,0,0,0,0,12,0,5,114,0,14,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
routes,246,33.1,437,348,3,345,1,13,0,0,7,0,0,0,0,25,0,0,0,0,14,0,10,149,1,16,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
routes,246,33.2,423,338,2,336,3,18,0,0,14,0,0,0,1,20,0,0,0,0,16,0,14,147,1,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
routes,246,34.0,637,494,1,493,3,32,0,0,11,0,0,0,2,42,0,0,0,0,21,0,1,238,0,25,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95
routes,246,35.0,690,531,2,529,1,33,0,0,10,0,0,0,0,41,0,0,0,0,28,0,8,184,1,28,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
routes,246,36.0,731,591,0,591,0,46,0,0,6,0,0,0,0,60,0,0,0,0,17,0,11,153,1,41,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
Netanya,7400,1.0,611,426,3,423,15,3,0,1,18,0,0,0,0,4,0,0,0,0,25,0,5,124,13,21,0,0,2,10,0,0,1,177,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Netanya,7400,2.0,771,483,3,480,24,15,1,0,14,0,0,0,0,24,0,0,0,0,25,1,5,169,4,15,0,0,0,18,0,0,0,87,0,0,0,0,0,2,0,0,0,1,0,0,0,0,75
Netanya,7400,3.1,594,354,4,350,1,3,0,0,11,1,0,0,0,8,0,0,0,0,25,0,16,175,1,9,0,0,0,7,1,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
Netanya,7400,3.2,594,359,3,356,17,5,0,0,9,0,0,0,0,13,0,0,0,0,19,0,21,154,1,7,1,0,0,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Netanya,7400,3.3,594,347,9,338,7,5,0,0,11,0,0,0,0,10,0,0,0,0,23,0,23,136,2,9,0,0,0,3,1,0,0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,69
Netanya,7400,3.4,594,320,5,315,0,7,0,0,8,0,0,0,0,9,0,0,0,0,20,0,12,130,3,2,0,0,0,2,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81
Netanya,7400,3.5,594,312,7,305,4,5,0,0,13,0,0,0,0,9,0,0,0,0,19,0,38,107,5,8,0,0,0,6,0,0,0,52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37
Netanya,7400,4.0,549,371,3,368,2,0,0,0,12,1,0,0,2,18,0,0,0,0,33,0,9,179,4,9,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57
Netanya,7400,5.0,610,390,4,386,4,5,0,0,7,0,0,0,0,5,0,0,0,1,32,0,8,202,0,13,0,0,0,6,0,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,71
Netanya,7400,6.0,775,481,2,479,8,2,0,0,22,0,0,0,0,22,0,0,0,0,27,0,23,220,1,11,1,0,0,11,0,0,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59
Netanya,7400,7.0,681,502,10,492,15,5,0,0,20,0,0,0,1,20,1,0,0,0,34,0,25,166,8,26,0,0,0,6,1,0,0,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41
Netanya,7400,8.0,662,371,6,365,5,6,0,0,6,0,0,0,0,4,0,0,0,0,29,0,34,142,2,0,0,0,0,2,3,0,0,40,0,0,0,0,1,1,0,0,0,1,0,0,0,0,89
Netanya,7400,9.0,503,241,8,233,1,0,0,0,6,0,0,0,0,6,0,0,0,0,18,0,19,122,2,4,0,0,0,2,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32
Netanya,7400,11.0,559,292,4,288,2,2,0,0,2,0,0,0,0,7,0,0,0,0,13,0,25,144,1,2,1,0,0,0,2,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72
Netanya,7400,12.0,669,365,4,361,6,3,0,0,6,0,0,0,1,5,0,0,0,0,15,0,39,149,5,13,0,0,0,5,2,0,0,89,0,0,0,0,0,3,0,0,0,1,0,0,0,0,19
Netanya,7400,13.0,652,430,3,427,12,2,0,0,6,0,0,0,0,4,0,0,0,0,31,0,6,205,12,8,0,0,0,10,0,0,0,104,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25
Netanya,7400,14.0,737,460,6,454,10,6,1,0,11,0,0,0,0,22,0,0,0,0,26,0,31,210,2,13,0,0,0,6,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Netanya,7400,15.0,576,358,1,357,6,10,0,0,12,0,0,0,1,7,0,0,0,0,28,0,22,121,8,12,0,0,0,7,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28
Netanya,7400,16.0,745,586,5,581,6,344,0,0,9,0,0,0,0,17,0,0,1,0,6,0,1,69,3,13,0,0,0,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Netanya,7400,17.0,583,354,0,354,13,6,0,0,11,0,0,0,0,10,0,0,1,0,18,0,16,137,3,17,0,0,1,8,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Netanya,7400,18.0,641,389,1,388,5,6,0,0,7,0,0,0,0,6,0,0,0,0,30,0,38,171,3,11,0,0,0,7,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Netanya,7400,19.0,715,382,3,379,7,44,1,0,12,0,0,0,0,13,0,0,0,0,21,0,53,98,2,3,0,0,2,5,1,0,0,52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63
Netanya,7400,20.1,603,309,0,309,10,6,0,0,6,0,0,0,1,15,0,0,0,0,13,0,20,149,6,5,0,0,0,2,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Netanya,7400,20.2,603,326,5,321,15,5,0,0,5,0,0,0,0,17,0,0,0,0,20,0,20,127,2,11,0,0,0,7,2,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40
Netanya,7400,20.3,603,303,0,303,11,2,0,0,9,0,0,0,0,18,0,0,0,0,15,0,20,120,4,10,0,0,0,4,2,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Netanya,7400,20.4,603,344,5,339,5,7,0,0,8,0,0,0,0,15,0,0,0,0,18,0,39,139,3,18,0,0,0,6,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Netanya,7400,20.5,603,310,1,309,12,4,0,0,8,0,0,0,1,16,0,0,0,0,15,0,37,115,3,10,0,0,0,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33
